Unnamed: 0,id,source_id_x,source_type,unix_time,date_time,text,translated,photo_video_id,photofilename_x,photofilename_y,identification,consequences,dm,weather,emotions_opinions_etc,related,Filled,duplid,duplicate,nlp2,translated2,translated_previous
905,889,tweet4221,X,1600805685,2020-09-22 20:14:45,"@vasilis_tag @velze_voula Ο καιρός θα δείξει αν θα επιβεβαιωθώ ή αν σε αδίκησα. Όλοι μας έχουμε στιγμές καλές και κακές, κάποιες  φορές όμως είναι καλύτερα να το κλείνεις και να βγαίνεις για μια βόλτα παρά να αδικείς τον εαυτό σου (αν έχεις δίκιο).","vasilis_tag @velze_voula Ο καιρός θα δείξει αν θα επιβεβαιωθώ ή αν σε αδίκησα. Όλοι μας έχουμε στιγμές καλές και κακές, κάποιες φορές όμως είναι καλύτερα να το κλείνεις και να βγαίνεις για μια βόλτα παρά να αδικείς τον εαυτό σου (αν έχεις δίκιο).",,,,0,0,0,0,0,1,1,"16008056852020-09-22 20:14:45@vasilis_tag @velze_voula Ο καιρός θα δείξει αν θα επιβεβαιωθώ ή αν σε αδίκησα. Όλοι μας έχουμε στιγμές καλές και κακές, κάποιες  φορές όμως είναι καλύτερα να το κλείνεις και να βγαίνεις για μια βόλτα παρά να αδικείς τον εαυτό σου (αν έχεις δίκιο).X",0,"vasilis_tag @velze_voula Ο καιρός θα δείξει αν θα επιβεβαιωθώ ή αν σε αδίκησα. Όλοι μας έχουμε στιγμές καλές και κακές, κάποιες φορές όμως είναι καλύτερα να το κλείνεις και να βγαίνεις για μια βόλτα παρά να αδικείς τον εαυτό σου (αν έχεις δίκιο).","vasilis_tag @velze_voula Ο καιρός θα δείξει αν θα επιβεβαιωθώ ή αν σε αδίκησα. Όλοι μας έχουμε στιγμές καλές και κακές, κάποιες φορές όμως είναι καλύτερα να το κλείνεις και να βγαίνεις για μια βόλτα παρά να αδικείς τον εαυτό σου (αν έχεις δίκιο).","vasilis_tag @velze_voula Ο καιρός θα δείξει αν θα επιβεβαιωθώ ή αν σε αδίκησα. Όλοι μας έχουμε στιγμές καλές και κακές, κάποιες φορές όμως είναι καλύτερα να το κλείνεις και να βγαίνεις για μια βόλτα παρά να αδικείς τον εαυτό σου (αν έχεις δίκιο). "
191,378,tweet756,X,1600381634,2020-09-17 22:27:14,"Another rare occurrence for 2020: A #medicane in the Ionian Sea bearing down on Greece. These are cold core mid latitude storms, but storm #Ianos certainly looks like a warm core tropical system of category 1 intensity.","Ένα άλλο σπάνιο περιστατικό για το 2020: ένα #Medicane στην Ιόνια Θάλασσα που φέρει κάτω στην Ελλάδα. Αυτές είναι οι καταιγίδες μεσαία γεωγραφικού πλάτους κρύου πυρήνα, αλλά η καταιγίδα #IANOS σίγουρα μοιάζει με ένα θερμό τροπικό σύστημα της κατηγορίας 1 της κατηγορίας 1.",,,,0,0,1,1,1,0,3,"16003816342020-09-17 22:27:14Another rare occurrence for 2020: A #medicane in the Ionian Sea bearing down on Greece. These are cold core mid latitude storms, but storm #Ianos certainly looks like a warm core tropical system of category 1 intensity.X",0,"Another rare occurrence for 2020: A #medicane in the Ionian Sea bearing down on Greece. These are cold core mid latitude storms, but storm #Ianos certainly looks like a warm core tropical system of category 1 intensity.","Ένα άλλο σπάνιο περιστατικό για το 2020: ένα #Medicane στην Ιόνια Θάλασσα που φέρει κάτω στην Ελλάδα. Αυτές είναι οι καταιγίδες μεσαία γεωγραφικού πλάτους κρύου πυρήνα, αλλά η καταιγίδα #IANOS σίγουρα μοιάζει με ένα θερμό τροπικό σύστημα της κατηγορίας 1 της κατηγορίας 1.","Άλλο ένα σπάνιο περιστατικό για το 2020: Α στο Ιόνιο Πέλαγος που πλήττει την Ελλάδα. Πρόκειται για καταιγίδες μεσαίου γεωγραφικού πλάτους ψυχρού πυρήνα, αλλά η καταιγίδα σίγουρα μοιάζει με ένα θερμό πυρήνα τροπικό σύστημα έντασης κατηγορίας 1. #medicane #Ianos"
713,725,tweet3185,X,1600626551,2020-09-20 18:29:11,"Τρεις νεκροί και τεράστιες καταστροφές από τον «Ιανό» - 'Ερευνες για τον εντοπισμό μιας 43χρονης

#Ianos #ΙΑΝΟΣ 

https://t.co/HbLMHMW34i https://t.co/MCU0xWqbuo",Τρεις νεκροί και τεράστιες καταστροφές από τον «Ιανό» - 'Ερευνες για τον εντοπισμό μιας 43χρονης#Ianos #ΙΑΝΟΣ,,,,0,1,1,0,0,0,2,"16006265512020-09-20 18:29:11Τρεις νεκροί και τεράστιες καταστροφές από τον «Ιανό» - 'Ερευνες για τον εντοπισμό μιας 43χρονης

#Ianos #ΙΑΝΟΣ 

https://t.co/HbLMHMW34i https://t.co/MCU0xWqbuoX",0,Τρεις νεκροί και τεράστιες καταστροφές από τον «Ιανό» - 'Ερευνες για τον εντοπισμό μιας 43χρονης#Ianos #ΙΑΝΟΣ,Τρεις νεκροί και τεράστιες καταστροφές από τον «Ιανό» - 'Ερευνες για τον εντοπισμό μιας 43χρονης#Ianos #ΙΑΝΟΣ,Τρεις νεκροί και τεράστιες καταστροφές από τον «Ιανό» - 'Ερευνες για τον εντοπισμό μιας 43χρονης #Ianos #ΙΑΝΟΣ
883,871,tweet4117,X,1600785416,2020-09-22 14:36:56,"Στη σχόλη ενός κάποιου Δημοτικού.
Καναδυό μάσκες κακοφορεμένες.
Τι άλλα; Ωραίος καιρός σήμερα. https://t.co/bs6Zn3aB2o",Στη σχόλη ενός κάποιου Δημοτικού.Καναδυό μάσκες κακοφορεμένες.Τι άλλα; Ωραίος καιρός σήμερα.,,,,0,0,0,0,0,1,1,"16007854162020-09-22 14:36:56Στη σχόλη ενός κάποιου Δημοτικού.
Καναδυό μάσκες κακοφορεμένες.
Τι άλλα; Ωραίος καιρός σήμερα. https://t.co/bs6Zn3aB2oX",0,Στη σχόλη ενός κάποιου Δημοτικού.Καναδυό μάσκες κακοφορεμένες.Τι άλλα; Ωραίος καιρός σήμερα.,Στη σχόλη ενός κάποιου Δημοτικού.Καναδυό μάσκες κακοφορεμένες.Τι άλλα; Ωραίος καιρός σήμερα.,Στη σχόλη ενός κάποιου Δημοτικού.Καναδυό μάσκες κακοφορεμένες.Τι άλλα; Ωραίος καιρός σήμερα. 
176,363,tweet693,X,1600375372,2020-09-17 20:42:52,@elvis_perla Ζημιές κιόλας;,elvis_perla Ζημιές κιόλας;,,,,0,1,1,0,0,0,1,16003753722020-09-17 20:42:52@elvis_perla Ζημιές κιόλας;X,0,elvis_perla Ζημιές κιόλας;,elvis_perla Ζημιές κιόλας;,elvis_perla Ζημιές κιόλας; 
272,437,tweet1158,X,1600428149,2020-09-18 11:22:29,"Este video muestra la furia de #Ianos, intensidad, carácteriscas de una tormenta tropical. (Como mínimo ) #Medicane
De @Schmistian @ecazatormentas @javioru @gdvictorm https://t.co/wVc83VLBri","Αυτό το βίντεο δείχνει τη μανία του #IANOS, της έντασης, του χαρακτήρα μιας τροπικής καταιγίδας. (Τουλάχιστον) #Medicanede @schmistian @ecazaterentas @javioru @gdvictorm",,,,0,0,1,1,1,0,4,"16004281492020-09-18 11:22:29Este video muestra la furia de #Ianos, intensidad, carácteriscas de una tormenta tropical. (Como mínimo ) #Medicane
De @Schmistian @ecazatormentas @javioru @gdvictorm https://t.co/wVc83VLBriX",0,"Este video muestra la furia de #Ianos, intensidad, carácteriscas de una tormenta tropical. (Como mínimo ) #MedicaneDe @Schmistian @ecazatormentas @javioru @gdvictorm","Αυτό το βίντεο δείχνει τη μανία του #IANOS, της έντασης, του χαρακτήρα μιας τροπικής καταιγίδας. (Τουλάχιστον) #Medicanede @schmistian @ecazaterentas @javioru @gdvictorm","Αυτό το βίντεο δείχνει τη μανία, την ένταση, τα χαρακτηριστικά μιας τροπικής καταιγίδας. (Τουλάχιστον) @Schmistian @ecazatormentas @javioru @gdvictorm #Ianos #MedicaneDe"
53,1099,Flickr776,Flickr,1600126894,2020-09-15 02:41:34,"Trying a little macro after a rain.
Seoul, Korea
August 2020",Δοκιμάζοντας μια μικρή μακροεντολή μετά από μια βροχή.,50344015107,50344015107.jpg,50344015107.jpg,0,0,0,0,0,1,1,"16001268942020-09-15 02:41:34Trying a little macro after a rain.
Seoul, Korea
August 2020Flickr",0,"Trying a little macro after a rain.Seoul, KoreaAugust 2020",Δοκιμάζοντας μια μικρή μακροεντολή μετά από μια βροχή.,"Δοκιμάζοντας μια μικρή μακροεντολή μετά από μια βροχή. Σεούλ, Κορέα Αύγουστος 2020 "
396,507,tweet1665,X,1600460117,2020-09-18 20:15:17,#Ianos 🇬🇷,#Ianos,,,,1,0,0,0,0,0,1,16004601172020-09-18 20:15:17#Ianos 🇬🇷X,0,#Ianos,#Ianos, #Ianos
229,402,tweet941,X,1600419101,2020-09-18 08:51:41,En attente d'un ouragan méditerranéen #Ianos #ιανος mais la vitesse du vent est 2-3bf à Athènes. 🤪😜😂,"Περιμένοντας έναν μεσογειακό τυφώνα #IANOS #iaans, αλλά η ταχύτητα του ανέμου είναι 2-3BF στην Αθήνα.",,,,0,0,1,1,0,0,2,16004191012020-09-18 08:51:41En attente d'un ouragan méditerranéen #Ianos #ιανος mais la vitesse du vent est 2-3bf à Athènes. 🤪😜😂X,0,En attente d'un ouragan méditerranéen #Ianos #ιανος mais la vitesse du vent est 2-3bf à Athènes.,"Περιμένοντας έναν μεσογειακό τυφώνα #IANOS #iaans, αλλά η ταχύτητα του ανέμου είναι 2-3BF στην Αθήνα.",Αναμένεται μεσογειακός τυφώνας αλλά η ταχύτητα του ανέμου είναι 2-3bf στην Αθήνα. #Ianos #ιανος
1177,1247,YouTube145,YouTube,,2020-09-19T07:20:53Z,Subscribe to OPEN: http://bit.ly/2uV7vyj Συναγερμός στην Καρδίτσα μετά την επέλαση του «Ιανού» | Έλα χαμογέλα 19/09/2020 ...,Subscribe to OPEN: Συναγερμός στην Καρδίτσα μετά την επέλαση του «Ιανού» | Έλα χαμογέλα 19/09/2020.,lQF0m1RYW_k,,,0,0,1,0,0,1,,2020-09-19T07:20:53ZSubscribe to OPEN: http://bit.ly/2uV7vyj Συναγερμός στην Καρδίτσα μετά την επέλαση του «Ιανού» | Έλα χαμογέλα 19/09/2020 ...YouTube,0,Subscribe to OPEN: Συναγερμός στην Καρδίτσα μετά την επέλαση του «Ιανού» | Έλα χαμογέλα 19/09/2020.,Subscribe to OPEN: Συναγερμός στην Καρδίτσα μετά την επέλαση του «Ιανού» | Έλα χαμογέλα 19/09/2020.,Subscribe to OPEN: http://bit.ly/2uV7vyj Συναγερμός στην Καρδίτσα μετά την επέλαση του «Ιανού» | Έλα χαμογέλα 19/09/2020 ...
836,834,tweet3861,X,1600733850,2020-09-22 00:17:30,Ήρθε ο καιρός για κουβερτα,Ήρθε ο καιρός για κουβερτα,,,,0,0,0,1,0,0,2,16007338502020-09-22 00:17:30Ήρθε ο καιρός για κουβερταX,0,Ήρθε ο καιρός για κουβερτα,Ήρθε ο καιρός για κουβερτα,Ήρθε ο καιρός για κουβερτα 
430,535,tweet1846,X,1600473795,2020-09-19 00:03:15,Ανυπολόγιστες ζημιές προκάλεσε ο μεσογειακός κυκλώνας στην Ιθάκη - https://t.co/7Ey0UfGJa5 https://t.co/afw8z449rn,Ανυπολόγιστες ζημιές προκάλεσε ο μεσογειακός κυκλώνας στην Ιθάκη -,,,,0,1,1,0,0,0,2,16004737952020-09-19 00:03:15Ανυπολόγιστες ζημιές προκάλεσε ο μεσογειακός κυκλώνας στην Ιθάκη - https://t.co/7Ey0UfGJa5 https://t.co/afw8z449rnX,0,Ανυπολόγιστες ζημιές προκάλεσε ο μεσογειακός κυκλώνας στην Ιθάκη -,Ανυπολόγιστες ζημιές προκάλεσε ο μεσογειακός κυκλώνας στην Ιθάκη -,Ανυπολόγιστες ζημιές προκάλεσε ο μεσογειακός κυκλώνας στην Ιθάκη - 
89,309,tweet238,X,1600314922,2020-09-17 03:55:22,"We can compare vertical structure of these systems to illustrate why #Ianos is a TC &amp; why Invest #99L is still a TT work in progress.

Depends on how much PV convectively generated in mid-levels vs. upper-level PV destruction.

Both warm core systems, but #Ianos clearly stronger. https://t.co/cgTIlP9Ric",Μπορούμε να συγκρίνουμε την κατακόρυφη δομή αυτών των συστημάτων για να δείξουμε γιατί το #IANOS είναι ένα TC & amp; Γιατί η επένδυση #99L εξακολουθεί να είναι μια εργασία TT σε εξέλιξη. Εξαρτάται από το πόσο PV παραγόταν διεξοδικά στα μέσα του επιπέδου έναντι της καταστροφής φωτοβολταϊκών επιπέδων.,,,,0,0,1,1,1,0,3,"16003149222020-09-17 03:55:22We can compare vertical structure of these systems to illustrate why #Ianos is a TC &amp; why Invest #99L is still a TT work in progress.

Depends on how much PV convectively generated in mid-levels vs. upper-level PV destruction.

Both warm core systems, but #Ianos clearly stronger. https://t.co/cgTIlP9RicX",0,"We can compare vertical structure of these systems to illustrate why #Ianos is a TC &amp; why Invest #99L is still a TT work in progress.Depends on how much PV convectively generated in mid-levels vs. upper-level PV destruction.Both warm core systems, but #Ianos clearly stronger.",Μπορούμε να συγκρίνουμε την κατακόρυφη δομή αυτών των συστημάτων για να δείξουμε γιατί το #IANOS είναι ένα TC & amp; Γιατί η επένδυση #99L εξακολουθεί να είναι μια εργασία TT σε εξέλιξη. Εξαρτάται από το πόσο PV παραγόταν διεξοδικά στα μέσα του επιπέδου έναντι της καταστροφής φωτοβολταϊκών επιπέδων.,"Μπορούμε να συγκρίνουμε την κάθετη δομή αυτών των συστημάτων για να δείξουμε γιατί είναι ένα TC &amp; γιατί το Invest είναι ακόμα ένα έργο ΤΤ σε εξέλιξη.Εξαρτάται από το πόσα Φ/Β παράγονται συναγωγικά σε μεσαία επίπεδα έναντι καταστροφής Φ/Β ανώτερου επιπέδου. Και τα δύο συστήματα θερμού πυρήνα, αλλά σαφώς ισχυρότερα. #Ianos #99L #Ianos"
781,786,tweet3605,X,1600692310,2020-09-21 12:45:10,@jeansouliotis @Ioannis_Nikitas Καιρός ήταν !!!,jeansouliotis @Ioannis_Nikitas Καιρός ήταν !!!,,,,0,0,0,0,0,1,1,16006923102020-09-21 12:45:10@jeansouliotis @Ioannis_Nikitas Καιρός ήταν !!!X,0,jeansouliotis @Ioannis_Nikitas Καιρός ήταν !!!,jeansouliotis @Ioannis_Nikitas Καιρός ήταν !!!,jeansouliotis @Ioannis_Nikitas Καιρός ήταν !!! 
505,586,tweet2229,X,1600519310,2020-09-19 12:41:50,@Gymno_Provato Βροχή και κρύο καιρός για 2,Gymno_Provato Βροχή και κρύο καιρός για 2,,,,0,0,0,1,0,0,2,16005193102020-09-19 12:41:50@Gymno_Provato Βροχή και κρύο καιρός για 2X,0,Gymno_Provato Βροχή και κρύο καιρός για 2,Gymno_Provato Βροχή και κρύο καιρός για 2,Gymno_Provato Βροχή και κρύο καιρός για 2 
385,498,tweet1610,X,1600455824,2020-09-18 19:03:44,"🌀il ciclone simil-tropicale (""#medicane"") che ha colpito la Grecia è chiamato con nomi propri diversi a seconda del paese e della lingua usata: #Cassilda/Casilda, #Ianos, #Udine e #Tulpar.
Per i cicloni tropicali invece esiste un sistema codificato:  https://t.co/28U9Ky2ZWp 🌀","Το κυκλώνα-τροπικό παρόμοιο (""#Medicane"") το οποίο έχει επηρεάσει την Ελλάδα καλείται με τα ονόματά της ανάλογα με τη χώρα και τη γλώσσα που χρησιμοποιείται: #Cassilda/Casilda, #ianos, #udine και #tulpar.",,,,0,0,0,0,1,0,1,"16004558242020-09-18 19:03:44🌀il ciclone simil-tropicale (""#medicane"") che ha colpito la Grecia è chiamato con nomi propri diversi a seconda del paese e della lingua usata: #Cassilda/Casilda, #Ianos, #Udine e #Tulpar.
Per i cicloni tropicali invece esiste un sistema codificato:  https://t.co/28U9Ky2ZWp 🌀X",0,"il ciclone simil-tropicale (""#medicane"") che ha colpito la Grecia è chiamato con nomi propri diversi a seconda del paese e della lingua usata: #Cassilda/Casilda, #Ianos, #Udine e #Tulpar.Per i cicloni tropicali invece esiste un sistema codificato:","Το κυκλώνα-τροπικό παρόμοιο (""#Medicane"") το οποίο έχει επηρεάσει την Ελλάδα καλείται με τα ονόματά της ανάλογα με τη χώρα και τη γλώσσα που χρησιμοποιείται: #Cassilda/Casilda, #ianos, #udine και #tulpar.","ο τροπικός κυκλώνας (""medicane"") που έπληξε την Ελλάδα ονομάζεται με διαφορετικά ονόματα ανάλογα με τη χώρα και τη γλώσσα που χρησιμοποιείται: /Casilda, , και .Για τους τροπικούς κυκλώνες, ωστόσο, υπάρχει ένα κωδικοποιημένο σύστημα: #medicane #Cassilda #Ianos #Udine #Tulpar"
192,379,tweet757,X,1600381643,2020-09-17 22:27:23,"Ο πιλότος προσπάθησε πολλές φορές να προσεγγίσει το νησί χωρίς ωστόσο αυτό να καταστεί εφικτό. 
#Ιανος #Ianos
https://t.co/dJ5e7XhCwy",Ο πιλότος προσπάθησε πολλές φορές να προσεγγίσει το νησί χωρίς ωστόσο αυτό να καταστεί εφικτό. #Ιανος #Ianos,,,,0,1,1,0,0,0,2,"16003816432020-09-17 22:27:23Ο πιλότος προσπάθησε πολλές φορές να προσεγγίσει το νησί χωρίς ωστόσο αυτό να καταστεί εφικτό. 
#Ιανος #Ianos
https://t.co/dJ5e7XhCwyX",0,Ο πιλότος προσπάθησε πολλές φορές να προσεγγίσει το νησί χωρίς ωστόσο αυτό να καταστεί εφικτό. #Ιανος #Ianos,Ο πιλότος προσπάθησε πολλές φορές να προσεγγίσει το νησί χωρίς ωστόσο αυτό να καταστεί εφικτό. #Ιανος #Ianos,Ο πιλότος προσπάθησε πολλές φορές να προσεγγίσει το νησί χωρίς ωστόσο αυτό να καταστεί εφικτό. #Ιανος #Ianos
1140,1239,YouTube137,YouTube,,2020-09-18T03:45:06Z,Subscribe to OPEN: http://bit.ly/2uV7vyj Καιρός 18/09/2020: Σε πλήρη εξέλιξη ο μεσογειακός κυκλώνας Ιανός | Ώρα Ελλάδος ...,Subscribe to OPEN: Καιρός 18/09/2020: Σε πλήρη εξέλιξη ο μεσογειακός κυκλώνας Ιανός | Ώρα Ελλάδος.,Is1C6gpoRm4,,,0,0,1,1,0,1,,2020-09-18T03:45:06ZSubscribe to OPEN: http://bit.ly/2uV7vyj Καιρός 18/09/2020: Σε πλήρη εξέλιξη ο μεσογειακός κυκλώνας Ιανός | Ώρα Ελλάδος ...YouTube,0,Subscribe to OPEN: Καιρός 18/09/2020: Σε πλήρη εξέλιξη ο μεσογειακός κυκλώνας Ιανός | Ώρα Ελλάδος.,Subscribe to OPEN: Καιρός 18/09/2020: Σε πλήρη εξέλιξη ο μεσογειακός κυκλώνας Ιανός | Ώρα Ελλάδος.,Subscribe to OPEN: http://bit.ly/2uV7vyj Καιρός 18/09/2020: Σε πλήρη εξέλιξη ο μεσογειακός κυκλώνας Ιανός | Ώρα Ελλάδος ...
494,579,tweet2176,X,1600516247,2020-09-19 11:50:47,"Ξενυχτάς δίπλα τους σε κάθε ίωση, τα φροντίζεις μέχρι να μεγαλώσουν για να πεθάνεις από μια κακοκαιρία αβοήθητη στα γεράματα.Σταματηστε να κάνετε χιούμορ ρε με ένα τόσο σοβαρό θέμα.#Ianos","Ξενυχτάς δίπλα τους σε κάθε ίωση, τα φροντίζεις μέχρι να μεγαλώσουν για να πεθάνεις από μια κακοκαιρία αβοήθητη στα γεράματα.Σταματηστε να κάνετε χιούμορ ρε με ένα τόσο σοβαρό θέμα.#Ianos",,,,0,0,0,0,1,0,1,"16005162472020-09-19 11:50:47Ξενυχτάς δίπλα τους σε κάθε ίωση, τα φροντίζεις μέχρι να μεγαλώσουν για να πεθάνεις από μια κακοκαιρία αβοήθητη στα γεράματα.Σταματηστε να κάνετε χιούμορ ρε με ένα τόσο σοβαρό θέμα.#IanosX",0,"Ξενυχτάς δίπλα τους σε κάθε ίωση, τα φροντίζεις μέχρι να μεγαλώσουν για να πεθάνεις από μια κακοκαιρία αβοήθητη στα γεράματα.Σταματηστε να κάνετε χιούμορ ρε με ένα τόσο σοβαρό θέμα.#Ianos","Ξενυχτάς δίπλα τους σε κάθε ίωση, τα φροντίζεις μέχρι να μεγαλώσουν για να πεθάνεις από μια κακοκαιρία αβοήθητη στα γεράματα.Σταματηστε να κάνετε χιούμορ ρε με ένα τόσο σοβαρό θέμα.#Ianos","Ξενυχτάς δίπλα τους σε κάθε ίωση, τα φροντίζεις μέχρι να μεγαλώσουν για να πεθάνεις από μια κακοκαιρία αβοήθητη στα γεράματα.Σταματηστε να κάνετε χιούμορ ρε με ένα τόσο σοβαρό θέμα. #Ianos"
1201,1211,YouTube109,YouTube,,2020-09-19T20:55:02Z,Cyclone Ianos: Two dead and one missing after 'rare extreme weather phenomenon' hits Greece. Though it may not be so rare ...,Cyclone Ianos: Δύο νεκροί και ένας λείπει μετά από «σπάνιο ακραίο φαινόμενο καιρού» χτυπά την Ελλάδα. Αν και μπορεί να μην είναι τόσο σπάνιο.,g0SPMg-U0EE,,,0,1,1,0,1,1,,2020-09-19T20:55:02ZCyclone Ianos: Two dead and one missing after 'rare extreme weather phenomenon' hits Greece. Though it may not be so rare ...YouTube,0,Cyclone Ianos: Two dead and one missing after 'rare extreme weather phenomenon' hits Greece. Though it may not be so rare.,Cyclone Ianos: Δύο νεκροί και ένας λείπει μετά από «σπάνιο ακραίο φαινόμενο καιρού» χτυπά την Ελλάδα. Αν και μπορεί να μην είναι τόσο σπάνιο.,Cyclone Ianos: Two dead and one missing after 'rare extreme weather phenomenon' hits Greece. Though it may not be so rare ...
1070,1007,Flickr250,Flickr,1603993121,2020-10-29 19:38:41,Glencoe,Glencoe,50545241292,50545241292.jpg,50545241292.jpg,0,0,0,0,0,1,1,16039931212020-10-29 19:38:41GlencoeFlickr,0,Glencoe,Glencoe,Γκλένκοε 
389,500,tweet1627,X,1600457667,2020-09-18 19:34:27,After Storm Ianos #ianos #ιανος #medicane #Zakynthos #Zante #laganas https://t.co/oiY8x6cEQQ,Μετά την καταιγίδα Ianos #IANOS #iaans #Medicane #zakynthos #zante #laganas,,,,0,0,1,1,0,0,2,16004576672020-09-18 19:34:27After Storm Ianos #ianos #ιανος #medicane #Zakynthos #Zante #laganas https://t.co/oiY8x6cEQQX,0,After Storm Ianos #ianos #ιανος #medicane #Zakynthos #Zante #laganas,Μετά την καταιγίδα Ianos #IANOS #iaans #Medicane #zakynthos #zante #laganas,Μετά τη Θύελλα Ιανός #ianos #ιανος #medicane #Zakynthos #Zante #laganas
954,1045,Flickr459,Flickr,1600818186,2020-09-23 02:43:06,Medicane Ianos 2020 Mediterranean Hurricane,Medicane Ianos 2020 Μεσογειακός τυφώνας,50373832106,50373832106.jpg,50373832106.jpg,1,0,0,0,0,0,1,16008181862020-09-23 02:43:06Medicane Ianos 2020 Mediterranean HurricaneFlickr,0,Medicane Ianos 2020 Mediterranean Hurricane,Medicane Ianos 2020 Μεσογειακός τυφώνας,Medicane Ianos 2020 Μεσογειακός τυφώνας 
795,797,tweet3673,X,1600702568,2020-09-21 15:36:08,- via Καιρός&amp;Pαντάρ https://t.co/xAs3wZ3IHW,via Καιρός&amp;Pαντάρ,,,,0,0,0,1,0,0,1,16007025682020-09-21 15:36:08- via Καιρός&amp;Pαντάρ https://t.co/xAs3wZ3IHWX,0,via Καιρός&amp;Pαντάρ,via Καιρός&amp;Pαντάρ,via Καιρός&amp;Pαντάρ 
38,1093,Flickr749,Flickr,1599810335,2020-09-11 10:45:35,"The second ultra-low offering from Lomography's kino line of film. Babylon 13 is a far lower contrast than the Fantome offering. In truth Babylon 13 is ORWO DN21 a panchromatic duplicating film from master postives. In a soundbite, I like this stuff!

Minolta Maxxum 9 - Konica-Minolta AF Zoom 17-35mm 1:2.8-4 D - Lomography Babylon 13 @ ASA-12
Ilford Ilfotec HC (1+31) 8:30 @ 20C
Scanner: Epson V700
Editor: Adobe Photoshop CC","Η δεύτερη εξαιρετικά χαμηλή προσφορά από την ταινία Kino της Lomography. Η Βαβυλώνα 13 είναι μια πολύ χαμηλότερη αντίθεση από την προσφορά φαντασίας. Στην πραγματικότητα, η Βαβυλώνα 13 είναι Orwo DN21 μια πανχρωματική ταινία αντιγραφής από Master Postives. Σε ένα soundbite, μου αρέσουν αυτά τα πράγματα! Minolta Maxxum 9-Konica-Minolta AF Zoom 17-35mm 1: 2.8-4 D-Lomography Babylon 13 @ Asa-12ilford Ilfotec HC (1+31) 8:30 @ 20CScanner: Epson V700Editor: Adobe Photoshop CC",50329796301,50329796301.jpg,50329796301.jpg,0,0,0,0,0,1,1,"15998103352020-09-11 10:45:35The second ultra-low offering from Lomography's kino line of film. Babylon 13 is a far lower contrast than the Fantome offering. In truth Babylon 13 is ORWO DN21 a panchromatic duplicating film from master postives. In a soundbite, I like this stuff!

Minolta Maxxum 9 - Konica-Minolta AF Zoom 17-35mm 1:2.8-4 D - Lomography Babylon 13 @ ASA-12
Ilford Ilfotec HC (1+31) 8:30 @ 20C
Scanner: Epson V700
Editor: Adobe Photoshop CCFlickr",0,"The second ultra-low offering from Lomography's kino line of film. Babylon 13 is a far lower contrast than the Fantome offering. In truth Babylon 13 is ORWO DN21 a panchromatic duplicating film from master postives. In a soundbite, I like this stuff!Minolta Maxxum 9 - Konica-Minolta AF Zoom 17-35mm 1:2.8-4 D - Lomography Babylon 13 @ ASA-12Ilford Ilfotec HC (1+31) 8:30 @ 20CScanner: Epson V700Editor: Adobe Photoshop CC","Η δεύτερη εξαιρετικά χαμηλή προσφορά από την ταινία Kino της Lomography. Η Βαβυλώνα 13 είναι μια πολύ χαμηλότερη αντίθεση από την προσφορά φαντασίας. Στην πραγματικότητα, η Βαβυλώνα 13 είναι Orwo DN21 μια πανχρωματική ταινία αντιγραφής από Master Postives. Σε ένα soundbite, μου αρέσουν αυτά τα πράγματα! Minolta Maxxum 9-Konica-Minolta AF Zoom 17-35mm 1: 2.8-4 D-Lomography Babylon 13 @ Asa-12ilford Ilfotec HC (1+31) 8:30 @ 20CScanner: Epson V700Editor: Adobe Photoshop CC","Η δεύτερη εξαιρετικά χαμηλή προσφορά από τη σειρά κινηματογραφικών ταινιών της Lomography. Το Babylon 13 έχει πολύ χαμηλότερη αντίθεση από την προσφορά Fantome. Στην πραγματικότητα, το Babylon 13 είναι το ORWO DN21, ένα πανχρωματικό διπλότυπο φιλμ από τα κύρια θετικά. Σε ένα soundbite, μου αρέσει αυτό το υλικό!Minolta Maxxum 9 - Konica-Minolta AF Zoom 17-35mm 1:2,8-4 D - Lomography Babylon 13 @ ASA-12Ilford Ilfotec HC (1+31) 8:30 @ 20CScanner: Epson V7 : Adobe Photoshop CC "
9,1101,Flickr785,Flickr,1599474999,2020-09-07 13:36:39,"Was looking for raindrops on spiders' webs this morning.  Found none, but did find this wee chap who got a little wet.....","Έψαχνε σήμερα το πρωί στα σταγόνες σταγόνες στα βροχόπτωνα. Δεν βρήκε κανένα, αλλά βρήκε αυτό το wee chap που πήρε λίγο υγρό.",50316070407,50316070407.jpg,50316070407.jpg,0,0,0,0,0,1,1,"15994749992020-09-07 13:36:39Was looking for raindrops on spiders' webs this morning.  Found none, but did find this wee chap who got a little wet.....Flickr",0,"Was looking for raindrops on spiders' webs this morning. Found none, but did find this wee chap who got a little wet.","Έψαχνε σήμερα το πρωί στα σταγόνες σταγόνες στα βροχόπτωνα. Δεν βρήκε κανένα, αλλά βρήκε αυτό το wee chap που πήρε λίγο υγρό.","Έψαχνα για σταγόνες βροχής στους ιστούς της αράχνης σήμερα το πρωί. Δεν βρήκα κανένα, αλλά βρήκα αυτό το μικρό παιδί που βράχηκε λίγο. "
