ID,source_id,source_type,unix_time,date_time,text,translated,photo_video_id,duplicate,photofilename,processed,predicted,score
2170,tweet489,X,0.0,2020-09-17 16:18:53,"#Cassilda #Udine #Ianos is just a reminder that the Mediterranean basin should have a clearly designated, official center that should cover all of the basin and issue advisories on all tropical and subtropical systems, not just the notable ones, effectively warning the public.","Το #Cassilda #Udine #IANOS είναι απλώς μια υπενθύμιση ότι η λεκάνη της Μεσογείου θα πρέπει να έχει ένα σαφώς καθορισμένο, επίσημο κέντρο που θα πρέπει να καλύπτει όλες τις συμβουλές της λεκάνης και να εκδίδει όλα τα τροπικά και υποτροπικά συστήματα, όχι μόνο τα αξιοσημείωτα, προειδοποιώντας αποτελεσματικά το κοινό.",,,,το cassilda udine ianos είναι απλώς μια υπενθύμιση ότι η λεκάνη της μεσογείου θα πρέπει να έχει ένα σαφώς καθορισμένο επίσημο κέντρο που θα πρέπει να καλύπτει όλες τις συμβουλές της λεκάνης και να εκδίδει όλα τα τροπικά και υποτροπικά συστήματα όχι μόνο τα αξιοσημείωτα προειδοποιώντας αποτελεσματικά το κοινό,0,TN
4496,tweet2815,X,0.0,2020-09-20 09:49:44,"Buenos días #Ianos . Cada vez + desorganizado, centro de rotación bien definido en capas bajas y convección profunda asimétrica y en un cuadrante del centro. Ya te queda poco, vas a morir en tierra de #faraones. Gracias x todo
Img canales visibles de 1º horas del 20 de sept. 2020 https://t.co/RSV3a3mivq","Καλημέρα #ianos. Κάθε φορά + αποδιοργανωμένο, καλά καθορισμένο κέντρο περιστροφής σε χαμηλά στρώματα και ασύμμετρη βαθιά μεταφορά και σε τεταρτημόριο του κέντρου. Έχετε ελάχιστα αριστερά, θα πεθάνετε στη γη #Faraones. Ευχαριστώ x Allimg Ορατά κανάλια της 1ης ωρών της 20ης Σεπτεμβρίου. 2020",,,,καλημέρα ianos κάθε φορά αποδιοργανωμένο καλά καθορισμένο κέντρο περιστροφής σε χαμηλά στρώματα και ασύμμετρη βαθιά μεταφορά και σε τεταρτημόριο του κέντρου έχετε ελάχιστα αριστερά θα πεθάνετε στη γη faraones ευχαριστώ x allimg ορατά κανάλια της 1ης ωρών της 20ης σεπτεμβρίου 2020,0,TN
2870,tweet1189,X,0.0,2020-09-18 11:49:19,"L'uragano mediterraneo #Ianos in un'immagine da satellite @CopernicusEU #Sentinel3 acquisita ieri, 17 settembre 2020 : lo vediamo mentre attraversa il Mar Ionio e si avvicina alla Grecia. https://t.co/fDXpJUJNlu","Ο μεσογειακός τυφώνας #IANIOS σε μια δορυφορική εικόνα @Copernicuseu #Sentinel3 που αποκτήθηκε χθες, 17 Σεπτεμβρίου 2020: Το βλέπουμε ενώ διασχίζει τη Θάλασσα του Ιωνίου και προσεγγίζει την Ελλάδα.",,,,ο μεσογειακός τυφώνας ianios σε μια δορυφορική εικόνα copernicuseu sentinel3 που αποκτήθηκε χθες 17 σεπτεμβρίου 2020 το βλέπουμε ενώ διασχίζει τη θάλασσα του ιωνίου και προσεγγίζει την ελλάδα,0,TN
2428,tweet747,X,0.0,2020-09-17 22:07:52,Arrivée de #Ianos en cours ! #medicane !,Άφιξη του #IANOS σε εξέλιξη! #Medicane!,,,,άφιξη του ianos σε εξέλιξη medicane,0,TN
3320,tweet1639,X,0.0,2020-09-18 19:48:40,"Σεισμός τώρα 5,3 στη Κρήτη... Έχουμε Ιανό στο Ιόνιο κ στη Πελοπόννησο με ζημιές.. Αυξάνονται τα κρούσματα κορωνοϊου κ οι διασωληνομενοι στις ΜΕΘ... Έχουμε έκτακτα μέτρα στην Αθήνα ..Το 2020 δεν είναι χρονιά .  Είναι οι 7 πληγές του Φαραώ... Τι γίνεται!? 🤔🤔","Σεισμός τώρα 5,3 στη Κρήτη.Έχουμε Ιανό στο Ιόνιο κ στη Πελοπόννησο με ζημιές.Αυξάνονται τα κρούσματα κορωνοϊου κ οι διασωληνομενοι στις ΜΕΘ.Έχουμε έκτακτα μέτρα στην Αθήνα.Το 2020 δεν είναι χρονιά . Είναι οι 7 πληγές του Φαραώ.Τι γίνεται!?",,,,σεισμός τώρα 5 3 στη κρήτη έχουμε ιανό στο ιόνιο κ στη πελοπόννησο με ζημιές αυξάνονται τα κρούσματα κορωνοϊου κ οι διασωληνομενοι στις μεθ έχουμε έκτακτα μέτρα στην αθήνα το 2020 δεν είναι χρονιά είναι οι 7 πληγές του φαραώ τι γίνεται,0,TN
1256,''2401600882975343765,instagram,1600513156.0,2020-09-19 10:59:16,❌🌪 Δεν υπάρχει κανένας «Ιανός»\n___________________________\n#ianos #monemvasia #monemvasiagreece #lakonia #summeringreece #summer2020 #greeksea #greekbeaches #photooftheday #picoftheday,Δεν υπάρχει κανένας «Ιανός»\n___________________________\n#ianos #monemvasia #monemvasiagreece #lakonia #summeringreece #summer2020 #greeksea #greekbeaches #photooftheday #picoftheday,,,119650951_336555204448511_8134053915324156342_n.jpg,δεν υπα ρχει κανε νας ιανο ς n___________________________ n ianos monemvasia monemvasiagreece lakonia summeringreece summer2020 greeksea greekbeaches photooftheday picoftheday,0,TN
6467,tweet4786,X,0.0,2020-09-23 22:02:02,"@angy_aggeliki Το απόγευμα χάλασε ο καιρός, γενικά δεν είχε κρύο αλλά τώρα μια ψύχρα την έχει μέσα στο σπίτι","angy_aggeliki Το απόγευμα χάλασε ο καιρός, γενικά δεν είχε κρύο αλλά τώρα μια ψύχρα την έχει μέσα στο σπίτι",,,,angy_aggeliki το απόγευμα χάλασε ο καιρός γενικά δεν είχε κρύο αλλά τώρα μια ψύχρα την έχει μέσα στο σπίτι,0,TN
2403,tweet722,X,0.0,2020-09-17 21:18:10,"Vannacht en komende ochtend trekt er een heuse orkaan over #Griekenland. De zogeheten #medicane #Ianos zal windstoten tot 200km/u, veel regen en hoge golven met zich meebrengen. 😱","Χθες το βράδυ και το επόμενο πρωί ένας πραγματικός τυφώνας θα είναι περίπου #Grekenland. Το SO -called #Medicane #IANOS θα συνεπάγεται ριπές ανέμου μέχρι 200 ​​km/h, πολλά βροχή και υψηλά κύματα.",,,,χθες το βράδυ και το επόμενο πρωί ένας πραγματικός τυφώνας θα είναι περίπου grekenland το so called medicane ianos θα συνεπάγεται ριπές ανέμου μέχρι 200 km h πολλά βροχή και υψηλά κύματα,0,TN
4230,tweet2549,X,0.0,2020-09-19 20:46:51,"https://t.co/c2Dbj1whfR Πέφτει αισθητά η θερμοκρασία την νύχτα στα περισσότερα τμήματα, ενώ σταδιακή αισθητή βελτίωση θα παρουσιάσει ο καιρός. Αναλυτικά η εξέλιξη για την Κυριακή 20/09/2020!!","Πέφτει αισθητά η θερμοκρασία την νύχτα στα περισσότερα τμήματα, ενώ σταδιακή αισθητή βελτίωση θα παρουσιάσει ο καιρός. Αναλυτικά η εξέλιξη για την Κυριακή 20/09/2020!!",,,,πέφτει αισθητά η θερμοκρασία την νύχτα στα περισσότερα τμήματα ενώ σταδιακή αισθητή βελτίωση θα παρουσιάσει ο καιρός αναλυτικά η εξέλιξη για την κυριακή 20 09 2020,0,TN
6517,tweet4836,X,0.0,2020-09-24 00:05:13,"He llegado un pelín tarde pero bueno, el primer programa es de relleno y para presentar a todo quisqui. #LaIslaDeLasTentaciones2","Έφτασα αργά, αλλά καλά, το πρώτο πρόγραμμα γεμίζει και παρουσιάζει σε όλα τα quisqui. #Laislalasastentaciones2",,,,έφτασα αργά αλλά καλά το πρώτο πρόγραμμα γεμίζει και παρουσιάζει σε όλα τα quisqui laislalasastentaciones2,0,TN
6339,tweet4658,X,0.0,2020-09-23 15:58:32,Τρεις Αντιπεριφερειάρχες στον ΕΛΓΑ για τις ζημιές που υπέστησαν αγρότες από τον «Ιανό» https://t.co/epjEA6wXGe,Τρεις Αντιπεριφερειάρχες στον ΕΛΓΑ για τις ζημιές που υπέστησαν αγρότες από τον «Ιανό»,,,,τρεις αντιπεριφερειάρχες στον ελγα για τις ζημιές που υπέστησαν αγρότες από τον ιανό,0,TN
5582,tweet3901,X,0.0,2020-09-22 06:29:31,Αστατος θα είναι ο καιρός την Τρίτη https://t.co/agc5n8BxMZ,Αστατος θα είναι ο καιρός την Τρίτη,,,,αστατος θα είναι ο καιρός την τρίτη,0,TN
7556,YouTube199,YouTube,,2020-09-20T16:41:48Z,"Destruction généralisée après que Medicane Cassilda (Ianos) frappe la Grèce. September 20, 2020.",Γενικευμένη καταστροφή μετά την Medicane Cassilda (Ianos) χτυπά την Ελλάδα. 20 Σεπτεμβρίου 2020.,CI9cfIxFK48,1.0,na,γενικευμένη καταστροφή μετά την medicane cassilda ianos χτυπά την ελλάδα 20 σεπτεμβρίου 2020,0,TN
2774,tweet1093,X,0.0,2020-09-18 10:29:29,"Πρωινό στο λιμάνι του Μεσολογγίου με έντονη βροχόπτωση. #messolonghi #ianos @ Mesolóngion, Greece https://t.co/4FqG3ffisE","Πρωινό στο λιμάνι του Μεσολογγίου με έντονη βροχόπτωση. #messolonghi #ianos @ Mesolóngion, Greece",,,,πρωινό στο λιμάνι του μεσολογγίου με έντονη βροχόπτωση messolonghi ianos mesolóngion greece,0,TN
4637,tweet2956,X,0.0,2020-09-20 12:39:39,@nkerameus Το νηπιαγωγείο (Αγγλία) της κόρης μου ζητά από τους γονείς δωρεές για την αγορά αντισηπτικών σπρέι αναγκαία για τον καθαρισμό των παιχνιδιών. Μήπως είναι καιρός και τα σχολεία στην Ελλάδα να αρχίσουν να κάνουν κάτι παρόμοιο για κάποιες βασικές ανάγκες τους; #σχολεία,nkerameus Το νηπιαγωγείο (Αγγλία) της κόρης μου ζητά από τους γονείς δωρεές για την αγορά αντισηπτικών σπρέι αναγκαία για τον καθαρισμό των παιχνιδιών. Μήπως είναι καιρός και τα σχολεία στην Ελλάδα να αρχίσουν να κάνουν κάτι παρόμοιο για κάποιες βασικές ανάγκες τους; #σχολεία,,,,nkerameus το νηπιαγωγείο αγγλία της κόρης μου ζητά από τους γονείς δωρεές για την αγορά αντισηπτικών σπρέι αναγκαία για τον καθαρισμό των παιχνιδιών μήπως είναι καιρός και τα σχολεία στην ελλάδα να αρχίσουν να κάνουν κάτι παρόμοιο για κάποιες βασικές ανάγκες τους σχολεία,0,TN
1602,''2399781046051471761,instagram,1600296215.0,2020-09-16 22:43:35,"⚠️🌧️💨⛈️ Επιδείνωση Καιρού στα Ιόνια Νησιά – Η κακοκαιρία «Ιανός» αναμένεται να πλήξει το Νότιο Ιόνιο σήμερα Πέμπτη 17/9/2020 και αύριο Παρασκευή 18/9/2020 – Τι πρέπει να προσέχουν οι πολίτες 🌧️💨⛈️⚠️ #ΠΙΝ #Λευκάδα #ΠολιτικήΠροστασία #CivilProtection #Κακοκαιρία #BadWeather #SevereWeather #Ιανός #Ianos #Κυκλώνας #Cyclon #Alarm #ΠεριφερειακήΕνότηταΛευκάδας #ΠεριφέρειαΙονίωνΝήσων\n.\n❗️ Έντονα καιρικά φαινόμενα ❗️ προβλέπονται για σήμερα, Πέμπτη 17 Σεπτεμβρίου 2020, και αύριο, Παρασκευή 18 Σεπτεμβρίου 2020, στα νησιά του Ιονίου.\n.\nΣύμφωνα με το Έκτακτο Δελτίο Επιδείνωσης Καιρού που εξέδωσε η Εθνική Μετεωρολογική Υπηρεσία (ΕΜΥ) το κύμα κακοκαιρίας \""Ιανός\"", αναμένεται να χτυπήσει από το απόγευμα της Πέμπτης τη χώρα μας.\n.\nΟ \""Ιανός\"" είναι ένας \""μεσογειακός κυκλώνας\"" 🌀, δηλ. ένα ιδιαίτερα επικίνδυνο καιρικό φαινόμενο, με κύρια χαρακτηριστικά \n⚠️ τις ισχυρές βροχές και καταιγίδες, \n⚠️ τους πολύ θυελλώδεις ανέμους, και \n⚠️ τον πολύ ισχυρό κυματισμό στις ακτές.\n.\nΑν και κανείς δεν μπορεί να προβλέψει με βεβαιότητα την ένταση ή την πορεία τέτοιων φαινομένων, η ΕΜΥ έχει εκτιμήσει ότι ο \""Ιανός\"": \n‼️ αναμένεται να πλήξει τη χώρα από αύριο Πέμπτη το απόγευμα,\n‼️ θα επηρεάσει αρχικά το νότιο Ιόνιο και την Πελοπόννησο, και\n‼️ τα φαινόμενα αναμένεται να είναι ισχυρά σε ένταση και να έχουν μεγάλη χρονική διάρκεια.\n.\nΗ Π.Ε. Λευκάδας βρίσκεται σε αυξημένη ετοιμότητα πολιτικής προστασίας για την άμεση αντιμετώπιση τυχόν συμβάντων και ❗️ καλεί τους πολίτες να είναι ιδιαίτερα προσεκτικοί ❗️.\n.\n📎 Επισυνάπτονται #οδηγίες που πρέπει να ακολουθούν οι πολίτες για την προστασία τους από:\n👉 την εκδήλωση έντονων καιρικών φαινομένων: https://drive.google.com/file/d/1UgRYs60T31a8BqqZi16dZLItfHlpa8EW/view?usp=sharing\n👉 τις πλημμύρες: https://drive.google.com/file/d/1dAfkWIo3pUQsUtIjsdqpsq9qowR_FMt3/view?usp=sharing\n.\nℹ️ Περισσότερες λεπτομέρειες και #δελτία_καιρού στην την ιστοσελίδα της ΕΜΥ: www.hnms.gr\n.\nℹ️ Περισσότερες πληροφορίες και #οδηγίες_προστασίας, στην ιστοσελίδα της Γενικής Γραμματείας Πολιτικής Προστασίας (ΓΓΠΠ): www.civilprotection.gr.","Επιδείνωση Καιρού στα Ιόνια Νησιά – Η κακοκαιρία «Ιανός» αναμένεται να πλήξει το Νότιο Ιόνιο σήμερα Πέμπτη 17/9/2020 και αύριο Παρασκευή 18/9/2020 – Τι πρέπει να προσέχουν οι πολίτες #ΠΙΝ #Λευκάδα #ΠολιτικήΠροστασία #CivilProtection #Κακοκαιρία #BadWeather #SevereWeather #Ιανός #Ianos #Κυκλώνας #Cyclon #Alarm #ΠεριφερειακήΕνότηταΛευκάδας #ΠεριφέρειαΙονίωνΝήσων\n.\n Έντονα καιρικά φαινόμενα προβλέπονται για σήμερα, Πέμπτη 17 Σεπτεμβρίου 2020, και αύριο, Παρασκευή 18 Σεπτεμβρίου 2020, στα νησιά του Ιονίου.\n.\nΣύμφωνα με το Έκτακτο Δελτίο Επιδείνωσης Καιρού που εξέδωσε η Εθνική Μετεωρολογική Υπηρεσία (ΕΜΥ) το κύμα κακοκαιρίας \""Ιανός\"", αναμένεται να χτυπήσει από το απόγευμα της Πέμπτης τη χώρα μας.\n.\nΟ \""Ιανός\"" είναι ένας \""μεσογειακός κυκλώνας\"" , δηλ. ένα ιδιαίτερα επικίνδυνο καιρικό φαινόμενο, με κύρια χαρακτηριστικά \n τις ισχυρές βροχές και καταιγίδες, \n τους πολύ θυελλώδεις ανέμους, και \n τον πολύ ισχυρό κυματισμό στις ακτές.\n.\nΑν και κανείς δεν μπορεί να προβλέψει με βεβαιότητα την ένταση ή την πορεία τέτοιων φαινομένων, η ΕΜΥ έχει εκτιμήσει ότι ο \""Ιανός\"": \n αναμένεται να πλήξει τη χώρα από αύριο Πέμπτη το απόγευμα,\n θα επηρεάσει αρχικά το νότιο Ιόνιο και την Πελοπόννησο, και\n τα φαινόμενα αναμένεται να είναι ισχυρά σε ένταση και να έχουν μεγάλη χρονική διάρκεια.\n.\nΗ Π.Ε. Λευκάδας βρίσκεται σε αυξημένη ετοιμότητα πολιτικής προστασίας για την άμεση αντιμετώπιση τυχόν συμβάντων και καλεί τους πολίτες να είναι ιδιαίτερα προσεκτικοί .\n.\n Επισυνάπτονται #οδηγίες που πρέπει να ακολουθούν οι πολίτες για την προστασία τους από:\n την εκδήλωση έντονων καιρικών φαινομένων: τις πλημμύρες: Περισσότερες λεπτομέρειες και #δελτία_καιρού στην την ιστοσελίδα της ΕΜΥ: Περισσότερες πληροφορίες και #οδηγίες_προστασίας, στην ιστοσελίδα της Γενικής Γραμματείας Πολιτικής Προστασίας (ΓΓΠΠ):",,,119468077_651202442186153_4045123330849300449_n.jpg,επιδείνωση καιρού στα ιόνια νησιά η κακοκαιρία ιανός αναμένεται να πλήξει το νότιο ιόνιο σήμερα πέμπτη 17 9 2020 και αύριο παρασκευή 18 9 2020 τι πρέπει να προσέχουν οι πολίτες πιν λευκάδα πολιτικήπροστασία civilprotection κακοκαιρία badweather severeweather ιανός ianos κυκλώνας cyclon alarm περιφερειακήενότηταλευκάδας περιφέρειαιονίωννήσων n n έντονα καιρικά φαινόμενα προβλέπονται για σήμερα πέμπτη 17 σεπτεμβρίου 2020 και αύριο παρασκευή 18 σεπτεμβρίου 2020 στα νησιά του ιονίου n nσύμφωνα με το έκτακτο δελτίο επιδείνωσης καιρού που εξέδωσε η εθνική μετεωρολογική υπηρεσία εμυ το κύμα κακοκαιρίας ιανός αναμένεται να χτυπήσει από το απόγευμα της πέμπτης τη χώρα μας n nο ιανός είναι ένας μεσογειακός κυκλώνας δηλ ένα ιδιαίτερα επικίνδυνο καιρικό φαινόμενο με κύρια χαρακτηριστικά n τις ισχυρές βροχές και καταιγίδες n τους πολύ θυελλώδεις ανέμους και n τον πολύ ισχυρό κυματισμό στις ακτές n nαν και κανείς δεν μπορεί να προβλέψει με βεβαιότητα την ένταση ή την πορεία τέτοιων φαινομένων η εμυ έχει εκτιμήσει ότι ο ιανός n αναμένεται να πλήξει τη χώρα από αύριο πέμπτη το απόγευμα n θα επηρεάσει αρχικά το νότιο ιόνιο και την πελοπόννησο και n τα φαινόμενα αναμένεται να είναι ισχυρά σε ένταση και να έχουν μεγάλη χρονική διάρκεια n nη π ε λευκάδας βρίσκεται σε αυξημένη ετοιμότητα πολιτικής προστασίας για την άμεση αντιμετώπιση τυχόν συμβάντων και καλεί τους πολίτες να είναι ιδιαίτερα προσεκτικοί n n επισυνάπτονται οδηγίες που πρέπει να ακολουθούν οι πολίτες για την προστασία τους από n την εκδήλωση έντονων καιρικών φαινομένων τις πλημμύρες περισσότερες λεπτομέρειες και δελτία_καιρού στην την ιστοσελίδα της εμυ περισσότερες πληροφορίες και οδηγίες_προστασίας στην ιστοσελίδα της γενικής γραμματείας πολιτικής προστασίας γγππ,0,TN
4196,tweet2515,X,0.0,2020-09-19 19:53:26,Τώρα που άλλαξε ο καιρός αναγκαζόμαστε να παίξουμε και στοίχημα αν θα έχει ζεστό νερό για μπάνιο.,Τώρα που άλλαξε ο καιρός αναγκαζόμαστε να παίξουμε και στοίχημα αν θα έχει ζεστό νερό για μπάνιο.,,,,τώρα που άλλαξε ο καιρός αναγκαζόμαστε να παίξουμε και στοίχημα αν θα έχει ζεστό νερό για μπάνιο,0,TN
2867,tweet1186,X,0.0,2020-09-18 11:48:11,"By the way, in the IR image, we can also see #Ianos - the ""medicane"" that made landfall this night in Greece.
Crazy times, becoming more and more frequent.

#ClimateChange","Παρεμπιπτόντως, στην εικόνα IR, μπορούμε επίσης να δούμε #IANOS - το ""Medicane"" που έκανε την ξηρά αυτή τη νύχτα στην Ελλάδα.",,,,παρεμπιπτόντως στην εικόνα ir μπορούμε επίσης να δούμε ianos το medicane που έκανε την ξηρά αυτή τη νύχτα στην ελλάδα,0,TN
6423,tweet4742,X,0.0,2020-09-23 19:51:45,Καιρός: Πού θα χτυπήσει η κακοκαιρία τις επόμενες ώρες - Πού βρέχει τώρα - https://t.co/7KBCnD2I6a,Καιρός: Πού θα χτυπήσει η κακοκαιρία τις επόμενες ώρες - Πού βρέχει τώρα -,,,,καιρός πού θα χτυπήσει η κακοκαιρία τις επόμενες ώρες πού βρέχει τώρα,0,TN
3444,tweet1763,X,0.0,2020-09-18 21:47:48,@TheoIT1 @GKoumoutsakos Ε καιρος λοιπον να συναντήσει και το αδιηθητο δημιούργημα της θεότητας.,TheoIT1 @GKoumoutsakos Ε καιρος λοιπον να συναντήσει και το αδιηθητο δημιούργημα της θεότητας.,,,,theoit1 gkoumoutsakos ε καιρος λοιπον να συναντήσει και το αδιηθητο δημιούργημα της θεότητας,0,TN
5445,tweet3764,X,0.0,2020-09-21 20:01:34,Δεν είναι υποχρέωση του κράτους να αποκαταστήσει τις ζημιές από φυσικές καταστροφές στις ιδιωτικές περιουσίες. Δεν είναι αυτή η δουλειά του. Είναι υποχρέωση των ιδίων των ιδιοκτητών να έχουν φροντίσει να ασφαλίσουν τις περιουσίες τους από πριν.,Δεν είναι υποχρέωση του κράτους να αποκαταστήσει τις ζημιές από φυσικές καταστροφές στις ιδιωτικές περιουσίες. Δεν είναι αυτή η δουλειά του. Είναι υποχρέωση των ιδίων των ιδιοκτητών να έχουν φροντίσει να ασφαλίσουν τις περιουσίες τους από πριν.,,,,δεν είναι υποχρέωση του κράτους να αποκαταστήσει τις ζημιές από φυσικές καταστροφές στις ιδιωτικές περιουσίες δεν είναι αυτή η δουλειά του είναι υποχρέωση των ιδίων των ιδιοκτητών να έχουν φροντίσει να ασφαλίσουν τις περιουσίες τους από πριν,0,TN
5766,tweet4085,X,0.0,2020-09-22 12:19:40,"@yX__ οι φιλελέ είναι κομμουνιστές στις ζημιές, καπιτάλες στα κέρδη, γνωστό αυτό","yX__ οι φιλελέ είναι κομμουνιστές στις ζημιές, καπιτάλες στα κέρδη, γνωστό αυτό",,,,yx__ οι φιλελέ είναι κομμουνιστές στις ζημιές καπιτάλες στα κέρδη γνωστό αυτό,0,TN
2877,tweet1196,X,0.0,2020-09-18 11:54:06,@Donchlapatsas13 Υπομονή κι έχει ο καιρός 😂,Donchlapatsas13 Υπομονή κι έχει ο καιρός,,,,donchlapatsas13 υπομονή κι έχει ο καιρός,0,TN
6804,Flickr256,Flickr,,2020-10-28 05:29:27,Hamburg - Moments,Αμβούργο - Στιγμές,50538715383,,50538715383.jpg,αμβούργο στιγμές,0,TN
1842,tweet161,X,0.0,2020-09-16 20:03:54,"#Ianos 
Πού θα χτυπήσει, τι επιπτώσεις θα έχει, τι πρέπει να γνώριζουν οι πολίτες
https://t.co/YW9p6H65Nm","#Ianos Πού θα χτυπήσει, τι επιπτώσεις θα έχει, τι πρέπει να γνώριζουν οι πολίτες",,,,ianos πού θα χτυπήσει τι επιπτώσεις θα έχει τι πρέπει να γνώριζουν οι πολίτες,0,TN
1697,tweet16,X,0.0,2020-09-12 19:16:07,Τα κέρδη και οι ζημιές των ιδιοκτητών από τις νέες μειώσεις ενοικίων https://t.co/ZlPDQBzjfo,Τα κέρδη και οι ζημιές των ιδιοκτητών από τις νέες μειώσεις ενοικίων,,,,τα κέρδη και οι ζημιές των ιδιοκτητών από τις νέες μειώσεις ενοικίων,0,TN
1522,''2400988469771806007,instagram,1600440151.0,2020-09-18 14:42:31,Περιμένοντας τον #ιανός στους @3quarters.design \n.\n.\n\n#ianos #athens #downtownathens #supportsmallbusiness #psirri #monastiraki #athensgreece #my3quarters #fall #fall2020 #fallfashion #sustainablefashion #sustainbility #shopnow #upcycledbags #handmade #bags #portrait #proudmom,Περιμένοντας τον #ιανός στους @3quarters.design \n.\n.\n\n#ianos #athens #downtownathens #supportsmallbusiness #psirri #monastiraki #athensgreece #my3quarters #fall #fall2020 #fallfashion #sustainablefashion #sustainbility #shopnow #upcycledbags #handmade #bags #portrait #proudmom,,,119553698_179498630308937_4669476880484033471_n.jpg,περιμε νοντας τον ιανο ς στους 3quarters design n n n n ianos athens downtownathens supportsmallbusiness psirri monastiraki athensgreece my3quarters fall fall2020 fallfashion sustainablefashion sustainbility shopnow upcycledbags handmade bags portrait proudmom,0,TN
6039,tweet4358,X,0.0,2020-09-23 06:56:38,@Ade20K https://t.co/OAOXVaRzt1,AD20K,,,,ad20k,0,TN
6266,tweet4585,X,0.0,2020-09-23 13:52:33,ΕΛΓΑ: Χωρίς εκτιμητικά τέλη οι δηλώσεις για ζημιές που προκάλεσε ο «Ιανός» https://t.co/DUMVh62WHA https://t.co/rfwhl2cy22,ΕΛΓΑ: Χωρίς εκτιμητικά τέλη οι δηλώσεις για ζημιές που προκάλεσε ο «Ιανός»,,,,ελγα χωρίς εκτιμητικά τέλη οι δηλώσεις για ζημιές που προκάλεσε ο ιανός,0,TN
3193,tweet1512,X,0.0,2020-09-18 17:21:45,"Καιρός: LIVE εικόνα από το πέρασμα του #Ιανος στην Κέρκυρα
https://t.co/M0XZefnbEy",Καιρός: LIVE εικόνα από το πέρασμα του #Ιανος στην Κέρκυρα,,,,καιρός live εικόνα από το πέρασμα του ιανος στην κέρκυρα,0,TN
1457,''2400940312006244799,instagram,1600434495.0,2020-09-18 13:08:15,O #ianos 🌪️ μπορεί να έκλεψε έτσι απλά  το καλοκαίρι 🌞  αλλά εμείς υποσχεθηκαμε  βίντεο με ιδέες για ασκήσεις στην παραλία 🌊😂\n🔸Κάθε άσκηση για 10 επαναλήψεις  κυκλικά \nγια 1-3 γύρους \n#aspromised #staytuned #doitlikeagirl #girlworkout #beachworkout #rockworkout #workout #befit #womanup #workoutideasforwomen #summer #greece #greeksummer,O #ianos μπορεί να έκλεψε έτσι απλά το καλοκαίρι αλλά εμείς υποσχεθηκαμε βίντεο με ιδέες για ασκήσεις στην παραλία \nΚάθε άσκηση για 10 επαναλήψεις κυκλικά \nγια 1-3 γύρους \n#aspromised #staytuned #doitlikeagirl #girlworkout #beachworkout #rockworkout #workout #befit #womanup #workoutideasforwomen #summer #greece #greeksummer,,,119571494_1000516060374366_9197339770189548272_n.jpg,o ianos μπορεί να έκλεψε έτσι απλά το καλοκαίρι αλλά εμείς υποσχεθηκαμε βίντεο με ιδέες για ασκήσεις στην παραλία nκάθε άσκηση για 10 επαναλήψεις κυκλικά nγια 1 3 γύρους n aspromised staytuned doitlikeagirl girlworkout beachworkout rockworkout workout befit womanup workoutideasforwomen summer greece greeksummer,0,TN
3396,tweet1715,X,0.0,2020-09-18 20:53:10,"#Grece #Cyclone #Ianos approche l'Attique. Inondations ds le nord routes coupées voitures emportées coupures d'électricité d' Internet maisons infondées Tremblement de terre en Crête 5,7",#Gree #CyClone #IANOS προσεγγίζει την Αττική. Πλημμύρες στα βόρεια διαδρομές Coupée Cours Tarved Electricity Electricity Internet Integrated Houses Earthquake στο Crest 5.7,,,,gree cyclone ianos προσεγγίζει την αττική πλημμύρες στα βόρεια διαδρομές coupée cours tarved electricity electricity internet integrated houses earthquake στο crest 5 7,0,TN
6725,Flickr177,Flickr,,2020-10-22 18:42:06,"Coesfeld-Lette, Germany","Coesfeldlett, Γερμανία",50516667613,,50516667613.jpg,coesfeldlett γερμανία,0,TN
2889,tweet1208,X,0.0,2020-09-18 12:04:41,⚠️🌀 #Medicane #Ianos en acción.,#Medicane #ianos σε δράση.,,,,medicane ianos σε δράση,0,TN
4822,tweet3141,X,0.0,2020-09-20 17:12:32,"Ιανός: Αποχωρεί αφήνοντας πίσω νεκρούς, μια αγνοούμενη και σημαντικές ζημιές https://t.co/zUqdlFHekt https://t.co/Ze3r7brLbN","Ιανός: Αποχωρεί αφήνοντας πίσω νεκρούς, μια αγνοούμενη και σημαντικές ζημιές",,,,ιανός αποχωρεί αφήνοντας πίσω νεκρούς μια αγνοούμενη και σημαντικές ζημιές,0,TN
6578,Flickr30,Flickr,,2020-10-13 19:43:45,"© Leanne Boulton, All Rights Reserved

Candid street photography from Glasgow, Scotland. Enjoy!","Leanne Boulton, όλα τα δικαιώματα Reservedcandid Street Photography από τη Γλασκώβη της Σκωτίας. Απολαμβάνω!",50471955823,,50471955823.jpg,leanne boulton όλα τα δικαιώματα reservedcandid street photography από τη γλασκώβη της σκωτίας απολαμβάνω,0,TN
3191,tweet1510,X,0.0,2020-09-18 17:19:50,https://t.co/WOTsCXmZsK  #ΙΑΝΟΣ #Αττικη #Αθηνα #καιρός,#ΙΑΝΟΣ #Αττικη #Αθηνα #καιρός,,,,ιανος αττικη αθηνα καιρός,0,TN
2991,tweet1310,X,0.0,2020-09-18 13:51:04,#Greece #Refugeesgr #MoriaCamp #Karatepe #Ianos #medicane,#Greece #refugeesgr #moriac #karatepe #ianos #Medicane,,,,greece refugeesgr moriac karatepe ianos medicane,1,TP
