"ID","source_id","source_type","unix_time","date_time","text","translated","photo_video_id","duplicate","photofilename","processed","predicted","score","scored_value"
5829,"tweet4148","X",0,"2020-09-22 16:26:43","""Normalidad"" VS Realidad https://t.co/m8kwkaDFEE","Κανονική ""εναντίον πραγματικότητας",,,,"κανονική εναντίον πραγματικότητας",0,"TN",0
2024,"tweet343","X",0,"2020-09-17 12:43:25","Petit article de blog de notre partenaire @chro_meteo sur le medicane #Ianos : https://t.co/YUzyJSOcIi https://t.co/C1qSMb0qo3","Μικρό άρθρο blog από τον συνεργάτη μας @chro_meteo στο Medicane #IANOS:",,,,"μικρό άρθρο blog από τον συνεργάτη μας chro_meteo στο medicane ianos",0,"TN",0
4577,"tweet2896","X",0,"2020-09-20 11:30:15","Ανυπολόγιστες οι ζημιές από το φονικό πέρασμα του «Ιανού» – Νεκρός ο αγνοούμενος στην Καστανιά https://t.co/s6UxkF7LNN","Ανυπολόγιστες οι ζημιές από το φονικό πέρασμα του «Ιανού» – Νεκρός ο αγνοούμενος στην Καστανιά",,,,"ανυπολόγιστες οι ζημιές από το φονικό πέρασμα του ιανού νεκρός ο αγνοούμενος στην καστανιά",1,"TP",1
3373,"tweet1692","X",0,"2020-09-18 20:36:22","Today's #ImageOfTheDay, via #NOAA20, shows the hurricane-like storm over the Mediterranean (AKA: #medicane) that made landfall in western #Greece early this morning. The storm, named #Ianos, is bringing high winds and heavy rain to the region. 

Read more: https://t.co/xvBLLZLxPT https://t.co/REMfeh2OBg","Το σημερινό #ImageOfTheday, μέσω #NOAA20, δείχνει την καταιγίδα που μοιάζει με τυφώνα πάνω από τη Μεσόγειο (γνωστή και ως: #Medicane) που έκανε την ξηρά στη δυτική #greece νωρίς σήμερα το πρωί. Η καταιγίδα, που ονομάζεται #IANOS, φέρνει υψηλούς ανέμους και έντονη βροχή στην περιοχή. Διαβάστε περισσότερα:",,,,"το σημερινό imageoftheday μέσω noaa20 δείχνει την καταιγίδα που μοιάζει με τυφώνα πάνω από τη μεσόγειο γνωστή και ως medicane που έκανε την ξηρά στη δυτική greece νωρίς σήμερα το πρωί η καταιγίδα που ονομάζεται ianos φέρνει υψηλούς ανέμους και έντονη βροχή στην περιοχή διαβάστε περισσότερα",0,"TN",0
5983,"tweet4302","X",0,"2020-09-23 00:12:27","@klisioskopio Καιρός ήταν 🤷‍♀️🙋‍♀️","klisioskopio Καιρός ήταν",,,,"klisioskopio καιρός ήταν",0,"TN",0
2592,"tweet911","X",0,"2020-09-18 08:26:25","My region isn't right in the path of medicane #Ianos  but we're getting some pretty strong winds. People in some parts of the region have even received warning messages","Η περιοχή μου δεν είναι σωστή στο μονοπάτι του Medicane #IANOS, αλλά παίρνουμε μερικούς πολύ δυνατούς ανέμους. Τα άτομα σε ορισμένα μέρη της περιοχής έχουν λάβει ακόμη προειδοποιητικά μηνύματα",,,,"η περιοχή μου δεν είναι σωστή στο μονοπάτι του medicane ianos αλλά παίρνουμε μερικούς πολύ δυνατούς ανέμους τα άτομα σε ορισμένα μέρη της περιοχής έχουν λάβει ακόμη προειδοποιητικά μηνύματα",0,"FP",1
6230,"tweet4549","X",0,"2020-09-23 12:41:31","Καιρός: Νέα επιδείνωση με καταιγίδες και χαλάζι – Οδηγίες προς τους πολίτες από τη ΓΓΠΠ https://t.co/QNH0EgeIyy","Καιρός: Νέα επιδείνωση με καταιγίδες και χαλάζι – Οδηγίες προς τους πολίτες από τη ΓΓΠΠ",,,,"καιρός νέα επιδείνωση με καταιγίδες και χαλάζι οδηγίες προς τους πολίτες από τη γγππ",0,"TN",0
1163,"''2401838802327887806","instagram",1600541518,"2020-09-19 18:51:58","Life isn't about waiting for the storm to pass...It's about learning to dance in the rain.\n\nVivian Greene\n\n#vstromriders #whyweride #greekriders  #advriders #ontheroad #adventureslife  #travellermodeon #ianos #bikerlife #storms #unlimitedgreece","Η ζωή δεν είναι για να περιμένει η καταιγίδα να περάσει. Είναι για να μάθετε να χορεύετε στη βροχή. #UnlimitedGreece",,,"119674221_327701811643565_7792589042132242059_n.jpg","η ζωή δεν είναι για να περιμένει η καταιγίδα να περάσει είναι για να μάθετε να χορεύετε στη βροχή unlimitedgreece",0,"TN",0
5705,"tweet4024","X",0,"2020-09-22 10:00:49","Βεβήλωσαν Εκκλησία στη Ροδόπη και προκάλεσαν ζημιές (ΒΙΝΤΕΟ) #WebTV #βίντεο #Εκκλησία #εκκλησιαστικηεπικαιροτητα #επικαιροτητα #ιεροςναος #ιεροσυλια #Ναός https://t.co/oS3K89pM4a","Βεβήλωσαν Εκκλησία στη Ροδόπη και προκάλεσαν ζημιές (ΒΙΝΤΕΟ) #WebTV #βίντεο #Εκκλησία #εκκλησιαστικηεπικαιροτητα #επικαιροτητα #ιεροςναος #ιεροσυλια #Ναός",,,,"βεβήλωσαν εκκλησία στη ροδόπη και προκάλεσαν ζημιές βιντεο webtv βίντεο εκκλησία εκκλησιαστικηεπικαιροτητα επικαιροτητα ιεροςναος ιεροσυλια ναός",1,"TP",1
5475,"tweet3794","X",0,"2020-09-21 21:00:39","Αλλάζει ο καιρός – Έρχονται βροχές και καταιγίδες https://t.co/m9BTYh6WiT","Αλλάζει ο καιρός – Έρχονται βροχές και καταιγίδες",,,,"αλλάζει ο καιρός έρχονται βροχές και καταιγίδες",0,"TN",0
5141,"tweet3460","X",0,"2020-09-21 08:50:04","Καιρός: Πού αναμένονται σήμερα βροχές https://t.co/mQXi1KdHDD https://t.co/8TaEkZzuJE","Καιρός: Πού αναμένονται σήμερα βροχές",,,,"καιρός πού αναμένονται σήμερα βροχές",0,"TN",0
7194,"Flickr646","Flickr",,"2020-09-06 08:02:49","Overstrand, Norfolk, England","Overstrand, Norfolk, Αγγλία",50311142177,,"50311142177.jpg","overstrand norfolk αγγλία",0,"TN",0
8954,"YouTube1597","YouTube",,"2020-09-21T08:29:49Z"," Tierheim Karditsa nach Ianos"," Tierheim Karditsa nach Ianos","Yk-eqb5aUfU",1,"na","tierheim karditsa nach ianos",0,"TN",0
7250,"Flickr702","Flickr",,"2020-10-17 12:53:51","Stags sizing each other up but neither would go for it. Bushy Park on a wet morning.","Οι Stags μεγέθονται ο ένας τον άλλον, αλλά ούτε θα πήγαιναν για αυτό. Bushy Park σε ένα υγρό πρωί.",50497769652,,"50497769652.jpg","οι stags μεγέθονται ο ένας τον άλλον αλλά ούτε θα πήγαιναν για αυτό bushy park σε ένα υγρό πρωί",0,"TN",0
4933,"tweet3252","X",0,"2020-09-20 21:30:03","https://t.co/dEo2vbL372 https://t.co/DmsC6tHE5N"," ",,,,,0,"TN",0
7124,"Flickr576","Flickr",,"2020-09-23 01:45:35","Medicane Ianos 2020 Mediterranean Hurricane","Medicane Ianos 2020 Μεσογειακός τυφώνας",50373698011,,"50373698011.jpg","medicane ianos 2020 μεσογειακός τυφώνας",0,"TN",0
4886,"tweet3205","X",0,"2020-09-20 19:06:27","@Krouelaki Ίσως για αυτό χάλασε ο καιρός.Αντε τώρα το καλοκαίρι ξανα μην το ξεχάσεις.","Krouelaki Ίσως για αυτό χάλασε ο καιρός.Αντε τώρα το καλοκαίρι ξανα μην το ξεχάσεις.",,,,"krouelaki ίσως για αυτό χάλασε ο καιρός αντε τώρα το καλοκαίρι ξανα μην το ξεχάσεις",0,"TN",0
5023,"tweet3342","X",0,"2020-09-21 00:32:42","#ΓιώργοςΣεφέρης  +20-9-1971
«Φιλοκτήτης»
Τραυματισμένο κορμί, τραυματισμένος ο τόπος,
τραυματισμένος ο καιρός—Νοέμβρης 1949 (πόσο επίκαιρος !)
ΓΙΩΡΓΟΣ ΣΕΦΕΡΗΣ /[ΤΕΤΡΑΔΙΟ ΓΥΜΝΑΣΜΑΤΩΝ, Β΄] /[Από τις «Μέρες του 1945 – 1951»] /«Φιλοκτήτης»
https://t.co/6wSjqH8mV8 https://t.co/GlrBqSnFfz","#ΓιώργοςΣεφέρης +20-9-1971«Φιλοκτήτης»Τραυματισμένο κορμί, τραυματισμένος ο τόπος,τραυματισμένος ο καιρός—Νοέμβρης 1949 (πόσο επίκαιρος !)ΓΙΩΡΓΟΣ ΣΕΦΕΡΗΣ /[ΤΕΤΡΑΔΙΟ ΓΥΜΝΑΣΜΑΤΩΝ, Β΄] /[Από τις «Μέρες του 1945 – 1951»] /«Φιλοκτήτης»",,,,"γιώργοςσεφέρης 20 9 1971 φιλοκτήτης τραυματισμένο κορμί τραυματισμένος ο τόπος τραυματισμένος ο καιρός νοέμβρης 1949 πόσο επίκαιρος γιωργος σεφερης τετραδιο γυμνασματων β από τις μέρες του 1945 1951 φιλοκτήτης",0,"TN",0
6907,"Flickr359","Flickr",,"2020-09-06 15:50:53","Materials being transported and delivered for rebuilding transmission and distribution in Southwest La. Entergy’s Hurricane Laura information website provides customers with storm restoration and recovery updates. Visit the site at <a href=""https://entergy.com/hurricanelaura"" rel=""noreferrer nofollow"">entergy.com/hurricanelaura</a>","Τα υλικά που μεταφέρονται και παραδίδονται για την ανοικοδόμηση της μετάδοσης και της διανομής στο Southwest LA. Επισκεφθείτε τον ιστότοπο στο hurricanelaura",50312465577,,"50312465577.jpg","τα υλικά που μεταφέρονται και παραδίδονται για την ανοικοδόμηση της μετάδοσης και της διανομής στο southwest la επισκεφθείτε τον ιστότοπο στο hurricanelaura",1,"TN",1
2923,"tweet1242","X",0,"2020-09-18 12:42:31","«Ο καιρός γαρ εγγύς!» https://t.co/OMMNkmc1iH","Ο καιρός γαρ εγγύς!»",,,,"ο καιρός γαρ εγγύς",0,"TN",0
6553,"Flickr5","Flickr",,"2020-10-12 19:38:23","<a href=""https://www.sachpak.org"" rel=""noreferrer nofollow"">Visit US! and Donate Today</a>","ένα  Επισκεφθείτε μας! Και δωρίστε σήμερα ",50462582273,,"50462582273.jpg","ένα επισκεφθείτε μας και δωρίστε σήμερα",0,"TN",0
7799,"YouTube442","YouTube",,"2020-09-17T06:21:22Z","Ο πρόεδρος Συνοριακών Φυλάκων Έβρου και ο Αντιδήμαρχος Φερρών για την κατάσταση στον Έβρο | OPEN TV Subscribe to OPEN: http://bit.ly/2uV7vyj Ο πρόεδρος Συνοριακών Φυλάκων Έβρου και ο Αντιδήμαρχος Φερρών για τις ροές ...","Ο πρόεδρος Συνοριακών Φυλάκων Έβρου και ο Αντιδήμαρχος Φερρών για την κατάσταση στον Έβρο | OPEN TV Subscribe to OPEN: Ο πρόεδρος Συνοριακών Φυλάκων Έβρου και ο Αντιδήμαρχος Φερρών για τις ροές.","ljmJRje5cSc",1,"na","ο πρόεδρος συνοριακών φυλάκων έβρου και ο αντιδήμαρχος φερρών για την κατάσταση στον έβρο open tv subscribe to open ο πρόεδρος συνοριακών φυλάκων έβρου και ο αντιδήμαρχος φερρών για τις ροές",0,"TN",0
2786,"tweet1105","X",0,"2020-09-18 10:36:17","κρύο καιρός για τρίο στην Αμαλιάδα... https://t.co/MJf66pqG2a","κρύο καιρός για τρίο στην Αμαλιάδα.",,,,"κρύο καιρός για τρίο στην αμαλιάδα",0,"TN",0
6852,"Flickr304","Flickr",,"2020-09-08 18:28:44","Kuhasalo, Joensuu, Finland. 8.9.2020.","Kuhasalo, Joensuu, Φινλανδία. 8.9.2020.",50320779096,,"50320779096.jpg","kuhasalo joensuu φινλανδία 8 9 2020",0,"TN",0
5879,"tweet4198","X",0,"2020-09-22 19:15:42","Καιρός: Κάτω από τους 30 βαθμούς Κελσίου η θερμοκρασία την Τετάρτη  https://t.co/lXkZe0LB6v","Καιρός: Κάτω από τους 30 βαθμούς Κελσίου η θερμοκρασία την Τετάρτη",,,,"καιρός κάτω από τους 30 βαθμούς κελσίου η θερμοκρασία την τετάρτη",0,"TN",0
5343,"tweet3662","X",0,"2020-09-21 15:09:03","να δημιουργηθεί ταμείο διαχείρισης για τις γέφυρες στην ελλάδα το οποίο είτε με φορολογία, είτε με διόδια, είτε και τα 2, θα φροντίζει να μαζεύει τα λεφτά και ""θα πιστοποιεί"" πως οι γέφυρες είναι ασφαλείς, ενώ όταν θα υπάρχουν ζημιές η ευθύνη των επισκευών θα βαρύνει τους πολίτες","να δημιουργηθεί ταμείο διαχείρισης για τις γέφυρες στην ελλάδα το οποίο είτε με φορολογία, είτε με διόδια, είτε και τα 2, θα φροντίζει να μαζεύει τα λεφτά και ""θα πιστοποιεί"" πως οι γέφυρες είναι ασφαλείς, ενώ όταν θα υπάρχουν ζημιές η ευθύνη των επισκευών θα βαρύνει τους πολίτες",,,,"να δημιουργηθεί ταμείο διαχείρισης για τις γέφυρες στην ελλάδα το οποίο είτε με φορολογία είτε με διόδια είτε και τα 2 θα φροντίζει να μαζεύει τα λεφτά και θα πιστοποιεί πως οι γέφυρες είναι ασφαλείς ενώ όταν θα υπάρχουν ζημιές η ευθύνη των επισκευών θα βαρύνει τους πολίτες",0,"FP",1
7341,"Flickr793","Flickr",,"2020-10-01 14:36:58","what is truly unforgettable cannot be entrusted to any archive","Αυτό που είναι πραγματικά αξέχαστο δεν μπορεί να ανατεθεί σε οποιοδήποτε αρχείο",50404829237,,"50404829237.jpg","αυτό που είναι πραγματικά αξέχαστο δεν μπορεί να ανατεθεί σε οποιοδήποτε αρχείο",0,"TN",0
5796,"tweet4115","X",0,"2020-09-22 14:30:09","Εφτιαξε ο καιρός, πάμε θερινό! Μπορεί από τη Δευτέρα 21 Σεπτεμβρίου μέχρι και τις 4 Οκτωβρίου στην Αττική να σταμάτησαν οι προβολές στις κλειστές αίθουσες, αλλά τα θερινά συνεχίζουν με δύναμη! https://t.co/13DfJ8fMBX https://t.co/CL7nhtrWWR","Εφτιαξε ο καιρός, πάμε θερινό! Μπορεί από τη Δευτέρα 21 Σεπτεμβρίου μέχρι και τις 4 Οκτωβρίου στην Αττική να σταμάτησαν οι προβολές στις κλειστές αίθουσες, αλλά τα θερινά συνεχίζουν με δύναμη!",,,,"εφτιαξε ο καιρός πάμε θερινό μπορεί από τη δευτέρα 21 σεπτεμβρίου μέχρι και τις 4 οκτωβρίου στην αττική να σταμάτησαν οι προβολές στις κλειστές αίθουσες αλλά τα θερινά συνεχίζουν με δύναμη",0,"FP",1
276,"''2401632479682671514","instagram",1600516957,"2020-09-19 12:02:37","🌧 \n#rain #raining #ianos #storm #ιανος \n\n#smile #itllbeokay #fun #greece \n#blonde #crymeariver 🎧🎶🥰","n #Rain #Raining #IANOS #Storm #iains \ n \ n #χαμόγελο #itllbeokay #fun #greece \ n #ξανθιά #crymeariver",,,"119894005_372302627105381_8102034463863764620_n.jpg","n rain raining ianos storm iains n n χαμόγελο itllbeokay fun greece n ξανθιά crymeariver",0,"TN",0
2004,"tweet323","X",0,"2020-09-17 11:52:11","La #Méditerranée n'est pas en reste en activité ""cyclonique""
Un #medicane s'est formé à l'Est de la #Sicile 
Il est nommé #Ionas (on voit aussi #Ianos )
Des vents de 160 km/h sont prévus, soit l'équivalent d'un #ouragan de catégorie 2.
Il se dirige vers la #Grèce 
image @NASA 
MB https://t.co/gdBrCR3ArO","Το #MedIterranean δεν πρόκειται να είναι σε ""κυκλική"" δραστηριότητα ένα #Medicane έχει σχηματιστεί στα ανατολικά του #sicile ονομάζεται #Ionas (βλέπουμε επίσης #IANOS) ανέμους 160 km/h προγραμματίζονται ή το ισοδύναμο του a #ouragan Κατηγορία 2. Οδηγεί για την #Greece Image @Nasa MB",,,,"το mediterranean δεν πρόκειται να είναι σε κυκλική δραστηριότητα ένα medicane έχει σχηματιστεί στα ανατολικά του sicile ονομάζεται ionas βλέπουμε επίσης ianos ανέμους 160 km h προγραμματίζονται ή το ισοδύναμο του a ouragan κατηγορία 2 οδηγεί για την greece image nasa mb",0,"TN",0
4152,"tweet2471","X",0,"2020-09-19 18:40:03","ΕΛΛΑΔΑ-ΚΟΣΜΟΣ «Ιανός» - Καρδίτσα: 5.000 πλημμυρισμένα σπίτια, ζημιές σε 15 χωριά - Πώς κινείται ο κυκλώνας: Πρωτοφανείς καταστροφές έχει αφήσει στο πέρασμά της από την Καρδίτσα η κακοκαιρία «Ιανός», καθώς όπως δήλωσε στον ΣΚΑΪ ο πρόεδρος του ΟΑΣΠ,… https://t.co/Q0XbgrT1an https://t.co/niD3izYMgY","ΕΛΛΑΔΑ-ΚΟΣΜΟΣ «Ιανός» - Καρδίτσα: 5.000 πλημμυρισμένα σπίτια, ζημιές σε 15 χωριά - Πώς κινείται ο κυκλώνας: Πρωτοφανείς καταστροφές έχει αφήσει στο πέρασμά της από την Καρδίτσα η κακοκαιρία «Ιανός», καθώς όπως δήλωσε στον ΣΚΑΪ ο πρόεδρος του ΟΑΣΠ,…",,,,"ελλαδα κοσμος ιανός καρδίτσα 5 000 πλημμυρισμένα σπίτια ζημιές σε 15 χωριά πώς κινείται ο κυκλώνας πρωτοφανείς καταστροφές έχει αφήσει στο πέρασμά της από την καρδίτσα η κακοκαιρία ιανός καθώς όπως δήλωσε στον σκαϊ ο πρόεδρος του οασπ",1,"TP",1
1576,"''2400334817817543104","instagram",1600362230,"2020-09-17 17:03:50","Έρχεται ο Ιανός προς Παπάγου μεριά🌪💨⛈\n#Ianos #cloudshapes #clouds #instaphoto #instaphotograph #sky","Έρχεται ο Ιανός προς Παπάγου μεριά\n#Ianos #cloudshapes #clouds #instaphoto #instaphotograph #sky",,,"119496034_2719443484980711_9043540093559332760_n.jpg","έρχεται ο ιανός προς παπάγου μεριά n ianos cloudshapes clouds instaphoto instaphotograph sky",0,"TN",0
4638,"tweet2957","X",0,"2020-09-20 12:43:03","Γαύδος: Ζημιές σε ταβέρνα και κατολισθήσεις άφησε πίσω του ο «Ιανός» https://t.co/VyXGp06xwc","Γαύδος: Ζημιές σε ταβέρνα και κατολισθήσεις άφησε πίσω του ο «Ιανός»",,,,"γαύδος ζημιές σε ταβέρνα και κατολισθήσεις άφησε πίσω του ο ιανός",1,"TP",1
6830,"Flickr282","Flickr",,"2020-09-08 02:07:11","It turns out the Fuji X-T4's PRE-SHOT ES setting is pretty good for lightning when your lightning trigger isn't an option.","Αποδεικνύεται ότι η ρύθμιση Pre-Shot ES του Fuji X-T4 είναι αρκετά καλή για την αστραπή όταν η σκανδάλη αστραπής σας δεν είναι επιλογή.",50318282066,,"50318282066.jpg","αποδεικνύεται ότι η ρύθμιση pre shot es του fuji x t4 είναι αρκετά καλή για την αστραπή όταν η σκανδάλη αστραπής σας δεν είναι επιλογή",0,"TN",0
6081,"tweet4400","X",0,"2020-09-23 08:06:02","Λίγο έμεινε ακόμα, εκμεταλλεύσου το με τον καλύτερο τρόπο όσο είναι καιρός Salamis News Web Radio https://t.co/8y6OMKdA6A https://t.co/5Mpv9gqXhw","Λίγο έμεινε ακόμα, εκμεταλλεύσου το με τον καλύτερο τρόπο όσο είναι καιρός Salamis News Web Radio",,,,"λίγο έμεινε ακόμα εκμεταλλεύσου το με τον καλύτερο τρόπο όσο είναι καιρός salamis news web radio",0,"TN",0
3883,"tweet2202","X",0,"2020-09-19 12:21:01","Σε επιφυλακή η Ελλάδα - Προς τα που κινείται η κακοκαιρία
#Greece #Ianos 
https://t.co/GdEtDV05FE https://t.co/58ymP0p8PL","Σε επιφυλακή η Ελλάδα - Προς τα που κινείται η κακοκαιρία#Greece #Ianos",,,,"σε επιφυλακή η ελλάδα προς τα που κινείται η κακοκαιρία greece ianos",0,"TN",0
6577,"Flickr29","Flickr",,"2020-09-08 10:32:16","© Leanne Boulton, All Rights Reserved

Candid eye contact street photography from Glasgow, Scotland.

I had the choice of going into town on Saturday or Sunday, both days had identical 'dry but mostly cloudy' weather forecasts. I chose poorly as the Sunday was wall to wall sunshine compared to this! Still, I wouldn't have captured this shot on a sunny day. Enjoy!","Leanne Boulton, όλα τα δικαιώματα Reservedcandid Eye Contact Street Photography από τη Γλασκώβη, τη Σκωτία. Είχα την επιλογή να μπει στην πόλη το Σάββατο ή την Κυριακή, και οι δύο μέρες είχαν ταυτόσημες «ξηρές αλλά κυρίως συννεφιασμένες» προβλέψεις καιρού. Επέλεξα άσχημα καθώς η Κυριακή ήταν τοίχο σε τοίχο ηλιοφάνεια σε σύγκριση με αυτό! Ακόμα, δεν θα είχα καταλάβει αυτό το πλάνο σε μια ηλιόλουστη μέρα. Απολαμβάνω!",50318719838,,"50318719838.jpg","leanne boulton όλα τα δικαιώματα reservedcandid eye contact street photography από τη γλασκώβη τη σκωτία είχα την επιλογή να μπει στην πόλη το σάββατο ή την κυριακή και οι δύο μέρες είχαν ταυτόσημες ξηρές αλλά κυρίως συννεφιασμένες προβλέψεις καιρού επέλεξα άσχημα καθώς η κυριακή ήταν τοίχο σε τοίχο ηλιοφάνεια σε σύγκριση με αυτό ακόμα δεν θα είχα καταλάβει αυτό το πλάνο σε μια ηλιόλουστη μέρα απολαμβάνω",0,"TN",0
6049,"tweet4368","X",0,"2020-09-23 07:13:42","Ζημιές προκλήθηκαν και σε δεύτερο αυτοκίνητο, το οποίο βρισκόταν σε κοντινή απόσταση
#alphanewslive #Cyprus
https://t.co/UFqPuQgqVR","Ζημιές προκλήθηκαν και σε δεύτερο αυτοκίνητο, το οποίο βρισκόταν σε κοντινή απόσταση#alphanewslive #Cyprus",,,,"ζημιές προκλήθηκαν και σε δεύτερο αυτοκίνητο το οποίο βρισκόταν σε κοντινή απόσταση alphanewslive cyprus",0,"FP",1
1527,"''2400013992469514743","instagram",1600323984,"2020-09-17 06:26:24","#ianos #namemeaning #symbolism #meaning Roman god depicting two faces, one could see the past & one could see the future. A lower class god for beginnings, ends and dilemmas, making decisions, gates, transitions, time, duality, doorways,passages, frames, and endings. #medicaneianos","#IANOS #NAMEANING #symbolism #Μονώντας ρωμαϊκός θεός που απεικονίζει δύο πρόσωπα, θα μπορούσε κανείς να δει το παρελθόν και κάποιος μπορούσε να δει το μέλλον. Ένας θεός χαμηλότερης τάξης για τις αρχές, τα άκρα και τα διλήμματα, τη λήψη αποφάσεων, τις πύλες, τις μεταβάσεις, το χρόνο, τη δυαδικότητα, τις πόρτες, τα περάσματα, τα πλαίσια και τα καταλήξεις. #Medicaneianos",,,"119553128_381504573010431_8319029538469654331_n.jpg","ianos nameaning symbolism μονώντας ρωμαϊκός θεός που απεικονίζει δύο πρόσωπα θα μπορούσε κανείς να δει το παρελθόν και κάποιος μπορούσε να δει το μέλλον ένας θεός χαμηλότερης τάξης για τις αρχές τα άκρα και τα διλήμματα τη λήψη αποφάσεων τις πύλες τις μεταβάσεις το χρόνο τη δυαδικότητα τις πόρτες τα περάσματα τα πλαίσια και τα καταλήξεις medicaneianos",0,"TN",0
3161,"tweet1480","X",0,"2020-09-18 16:49:45","Δεκάδες οι κλήσεις για απεγκλωβισμούς στην πυροσβεστική. Έσωσαν ανθρώπους από πλημμυρισμένα σπίτια. 
#ΙΑΝΟΣ #Ιανος #Ianos
https://t.co/tsv09l92yu","Δεκάδες οι κλήσεις για απεγκλωβισμούς στην πυροσβεστική. Έσωσαν ανθρώπους από πλημμυρισμένα σπίτια. #ΙΑΝΟΣ #Ιανος #Ianos",,,,"δεκάδες οι κλήσεις για απεγκλωβισμούς στην πυροσβεστική έσωσαν ανθρώπους από πλημμυρισμένα σπίτια ιανος ιανος ianos",1,"TP",1
1734,"tweet53","X",0,"2020-09-15 09:39:42","Απόφαση Α. 1202/2020 - Προθεσμία υποβολής δικαιολογητικών για την απαλλαγή από ΕΝΦΙΑ ακινήτων που υπέστησαν ζημιές από τις πυρκαγιές - ΟΕΝΕΤ https://t.co/7GDOdTxAnY via @@Od_Erg_Nom","Απόφαση Α. 1202/2020 - Προθεσμία υποβολής δικαιολογητικών για την απαλλαγή από ΕΝΦΙΑ ακινήτων που υπέστησαν ζημιές από τις πυρκαγιές - ΟΕΝΕΤ via @@Od_Erg_Nom",,,,"απόφαση α 1202 2020 προθεσμία υποβολής δικαιολογητικών για την απαλλαγή από ενφια ακινήτων που υπέστησαν ζημιές από τις πυρκαγιές οενετ via od_erg_nom",0,"FP",1
3533,"tweet1852","X",0,"2020-09-19 00:07:18","@irene04067397 Ναι έγιναν πολλές ζημιές... Υγεία να υπάρχει και όλα φτιάχνονται..","irene04067397 Ναι έγιναν πολλές ζημιές.Υγεία να υπάρχει και όλα φτιάχνονται.",,,,"irene04067397 ναι έγιναν πολλές ζημιές υγεία να υπάρχει και όλα φτιάχνονται",1,"TP",1
2799,"tweet1118","X",0,"2020-09-18 10:45:32","Het gaat los op het Griekse eiland #kefalonia. Medicane #Ianos trekt nu vol over. Er is al veel schade gemeld.","Είναι χαλαρά στο ελληνικό νησί #Kefalonia. Το Medicane #ianos είναι τώρα γεμάτο. Έχει ήδη αναφερθεί πολλές ζημιές.",,,,"είναι χαλαρά στο ελληνικό νησί kefalonia το medicane ianos είναι τώρα γεμάτο έχει ήδη αναφερθεί πολλές ζημιές",1,"TP",1
5889,"tweet4208","X",0,"2020-09-22 19:36:16","@theodorikakosp Κοίτα να κάνουμε καμμία πρόσληψη στο Δημόσιο για να γίνουν επιτροπές για τις ζημιές. Ή όχι;","theodorikakosp Κοίτα να κάνουμε καμμία πρόσληψη στο Δημόσιο για να γίνουν επιτροπές για τις ζημιές. Ή όχι;",,,,"theodorikakosp κοίτα να κάνουμε καμμία πρόσληψη στο δημόσιο για να γίνουν επιτροπές για τις ζημιές ή όχι",1,"TP",1
4146,"tweet2465","X",0,"2020-09-19 18:32:56","Εντωμεταξύ (φυσικα) ειχαν ζημιες ΚΑΙ τα τοπικα","Εντωμεταξύ (φυσικα) ειχαν ζημιες ΚΑΙ τα τοπικα",,,,"εντωμεταξύ φυσικα ειχαν ζημιες και τα τοπικα",0,"TN",0
758,"''2401029273850173243","instagram",1600445024,"2020-09-18 16:03:44","Storm #Ianos is only passing by #Skopelos, but strong winds and black clouds are already looking over #Skopelostown.","Το Storm #IANOS περνά μόνο από #Skopelos, αλλά οι ισχυροί άνεμοι και τα μαύρα σύννεφα κοιτάζουν ήδη πάνω από το #Skopelostown.",,,"119743531_2534830216808064_5053901574608779044_n.jpg","το storm ianos περνά μόνο από skopelos αλλά οι ισχυροί άνεμοι και τα μαύρα σύννεφα κοιτάζουν ήδη πάνω από το skopelostown",0,"TN",0
6210,"tweet4529","X",0,"2020-09-23 12:15:29","Χαλάει και πάλι ο καιρός https://t.co/F5fW8QYFvz","Χαλάει και πάλι ο καιρός",,,,"χαλάει και πάλι ο καιρός",0,"TN",0
5130,"tweet3449","X",0,"2020-09-21 08:31:09","Ιανός: Ζημιές σε αρχαιολογικούς χώρους και μουσεία - https://t.co/SSdVnfLwqF https://t.co/4PX5aBHJFM","Ιανός: Ζημιές σε αρχαιολογικούς χώρους και μουσεία -",,,,"ιανός ζημιές σε αρχαιολογικούς χώρους και μουσεία",1,"TP",1
7872,"YouTube515","YouTube",,"2020-09-18T13:41:36Z","Ciklona Ianos, Grčka Video: Greekcitytimes.","Κυκλώνας Ianos, Ελλάδα Βίντεο: GreekcityTimes.","OiH8-AHyzm0",1,"na","κυκλώνας ianos ελλάδα βίντεο greekcitytimes",0,"TN",0
