ID,source_id,source_type,unix_time,date_time,text,translated,photo_video_id,duplicate,photofilename,processed,predicted
1229,''2400774110872819296,instagram,1600414597.0,2020-09-18 07:36:37,Helo whos dis? \n.\n.\n.\n#monopolada #laugh #memes #kefalonia #rain #cyclone #ianos,Helo whos dis; \ n.,,,119653121_368568497642777_3913144358071878586_n.jpg,helo whos dis n,0
5656,tweet3975,X,0.0,2020-09-22 08:51:45,Κρύωσε ο καιρός λίγο τα πρωϊνά και το βράδυ. Σεντόνι και κουβέρτα πικέ απαραίτητα πλέον.,Κρύωσε ο καιρός λίγο τα πρωϊνά και το βράδυ. Σεντόνι και κουβέρτα πικέ απαραίτητα πλέον.,,,,κρύωσε ο καιρός λίγο τα πρωϊνά και το βράδυ σεντόνι και κουβέρτα πικέ απαραίτητα πλέον,0
2445,tweet764,X,0.0,2020-09-17 22:46:01,"#Greece’s #IonianIslands Brace for #Hurricane-Force Winds of #Medicane “#Ianos”

https://t.co/P4WmFggW4V","#Η #Ionianislands Brace της Ελλάδας για τους ανέμους του #Hurricane-Force του #Medicane ""#Inos""",,,,η ionianislands brace της ελλάδας για τους ανέμους του hurricane force του medicane inos,0
3646,tweet1965,X,0.0,2020-09-19 08:25:05,Βλέπεις που έφτασε καιρός να σου ανταποδώσω;;; ❤️💞,Βλέπεις που έφτασε καιρός να σου ανταποδώσω;;;,,,,βλέπεις που έφτασε καιρός να σου ανταποδώσω,0
7644,YouTube287,YouTube,,2020-09-14T12:55:04Z,ΔΕΛΤΙΟ ΚΑΙΡΟΥ με τον Σάκη Αρναούτογλου | 14/09/2020 | ΕΡΤ Subscribe στην ΕΡΤ: http://bit.ly/ERTYT Official Site: http://www.ert.gr/ Facebook: https://www.facebook.com/ERTsocial/ Twitter: ...,ΔΕΛΤΙΟ ΚΑΙΡΟΥ με τον Σάκη Αρναούτογλου | 14/09/2020 | ΕΡΤ Subscribe στην ΕΡΤ: Official Site: Facebook: Twitter:.,g0eyhO2cnvI,1.0,na,δελτιο καιρου με τον σάκη αρναούτογλου 14 09 2020 ερτ subscribe στην ερτ official site facebook twitter,0
6876,Flickr328,Flickr,,2020-10-03 04:34:55,"Lightning far out at sea, and Mars peeking above the clouds.","Ασταλή μακριά στη θάλασσα, και ο Άρης κοίταξε πάνω από τα σύννεφα.",50410514586,,50410514586.jpg,ασταλή μακριά στη θάλασσα και ο άρης κοίταξε πάνω από τα σύννεφα,0
3153,tweet1472,X,0.0,2020-09-18 16:41:43,@CoromotoMyriam Amen!,Coromotomyriam Amen!,,,,coromotomyriam amen,0
7272,Flickr724,Flickr,,2020-10-10 20:26:10,Tempête sur les Pyrénées,Καταιγίδα στα Πυρηναία,50447011821,,50447011821.jpg,καταιγίδα στα πυρηναία,0
1761,tweet80,X,0.0,2020-09-16 11:53:27,Inditex: Βαριές ζημιές το πρώτο εξάμηνο-Άλμα διαδικτυακών πωλήσεων 74% https://t.co/qwqF6ZK3nv,Inditex: Βαριές ζημιές το πρώτο εξάμηνο-Άλμα διαδικτυακών πωλήσεων 74%,,,,inditex βαριές ζημιές το πρώτο εξάμηνο άλμα διαδικτυακών πωλήσεων 74,0
6332,tweet4651,X,0.0,2020-09-23 15:48:57,@evi_euoula Δεν πειράζει. Είμαι σίγουρος πως όταν σε δει ο καιρός θα αλλάξει γνώμη και θα βγει ο ήλιος. 😀😀😀,evi_euoula Δεν πειράζει. Είμαι σίγουρος πως όταν σε δει ο καιρός θα αλλάξει γνώμη και θα βγει ο ήλιος.,,,,evi_euoula δεν πειράζει είμαι σίγουρος πως όταν σε δει ο καιρός θα αλλάξει γνώμη και θα βγει ο ήλιος,0
5866,tweet4185,X,0.0,2020-09-22 18:34:12,Καιρός: Ερχονται ξανά βροχές και καταιγίδες από αύριο -Πού αναμένονται φαινόμενα [χάρτες] https://t.co/W0snNcwalq,Καιρός: Ερχονται ξανά βροχές και καταιγίδες από αύριο -Πού αναμένονται φαινόμενα [χάρτες],,,,καιρός ερχονται ξανά βροχές και καταιγίδες από αύριο πού αναμένονται φαινόμενα χάρτες,0
1472,''2400141731372581634,instagram,1600339212.0,2020-09-17 10:40:12,"Εν αναμονή του Μεσογειακού κυκλώνα \""Ιανού\""... \n\nΓια κάποιους ανθρώπους η ζωή μοιάζει με καταιγίδα... \n\n📸 Anthony Mungcal\n#ianos #Ιανός #Καταιγίδα #Κυκλώνας","Εν αναμονή του Μεσογειακού κυκλώνα \""Ιανού\"".\n\nΓια κάποιους ανθρώπους η ζωή μοιάζει με καταιγίδα.\n\n Anthony Mungcal\n#ianos #Ιανός #Καταιγίδα #Κυκλώνας",,,119568308_357030242093861_3042866636630078834_n.jpg,εν αναμονή του μεσογειακού κυκλώνα ιανού n nγια κάποιους ανθρώπους η ζωή μοιάζει με καταιγίδα n n anthony mungcal n ianos ιανός καταιγίδα κυκλώνας,1
3472,tweet1791,X,0.0,2020-09-18 22:23:57,"Μετάφραση |
WEVERSE #TAEHYUN

- ""Τα μαλλιά του Taehyunie είναι τόσο σγουρά.""

🐿️: Omg~~~ Έχει περάσει πολύς καιρός από την τελευταία φορά που είχα καστανά μαλλιά.

@TXT_members @TXT_bighit
#TOMORROW_X_TOGETHER 
#투모로우바이투게더 https://t.co/008nbI9qk7","Μετάφραση |WEVERSE #TAEHYUN- ""Τα μαλλιά του Taehyunie είναι τόσο σγουρά."": Omg~~~ Έχει περάσει πολύς καιρός από την τελευταία φορά που είχα καστανά μαλλιά.@TXT_members @TXT_bighit#TOMORROW_X_TOGETHER #투모로우바이투게더",,,,μετάφραση weverse taehyun τα μαλλιά του taehyunie είναι τόσο σγουρά omg έχει περάσει πολύς καιρός από την τελευταία φορά που είχα καστανά μαλλιά txt_members txt_bighit tomorrow_x_together 투모로우바이투게더,0
6892,Flickr344,Flickr,,2020-09-09 13:20:13,"Mamadoo and I went from the now sunny Winnats Pass via coffee in Castleton to Millstone Edge/Quarry to do the walk I did with Sami the other day but this time the other way round!
Tea shirt weather now, great views, opportunities for selfies, spotting rock animals and rock jumping! 
The Peak District has it all!!","Το Mamadoo και εγώ πήγαμε από το τώρα ηλιόλουστο Winnats περνούν μέσω καφέ στο Castleton στο Millstone Edge/Quarry για να κάνω τον περίπατο που έκανα με τη Sami την άλλη μέρα, αλλά αυτή τη φορά το αντίστροφο! εντοπίζοντας ροκ ζώα και άλμα βράχου! Η κορυφαία περιοχή έχει όλα!",50323310101,,50323310101.jpg,το mamadoo και εγώ πήγαμε από το τώρα ηλιόλουστο winnats περνούν μέσω καφέ στο castleton στο millstone edge quarry για να κάνω τον περίπατο που έκανα με τη sami την άλλη μέρα αλλά αυτή τη φορά το αντίστροφο εντοπίζοντας ροκ ζώα και άλμα βράχου η κορυφαία περιοχή έχει όλα,0
3618,tweet1937,X,0.0,2020-09-19 07:05:41,Καιρός: Η επέλαση του «Ιανού» συνεχίζεται https://t.co/tVj8RPeznC,Καιρός: Η επέλαση του «Ιανού» συνεχίζεται,,,,καιρός η επέλαση του ιανού συνεχίζεται,0
3922,tweet2241,X,0.0,2020-09-19 12:54:37,"@AnAthenianToLDN θα μπορουσε να ειναι παρα πολυ χειροτερα 

οταν πεσει τοσο νερο δε μπορεις να μην εχεις πολλες ζημιες 

δες τι εγινε καρδιτσα και λαμια",AnAthenianToLDN θα μπορουσε να ειναι παρα πολυ χειροτερα οταν πεσει τοσο νερο δε μπορεις να μην εχεις πολλες ζημιες δες τι εγινε καρδιτσα και λαμια,,,,anatheniantoldn θα μπορουσε να ειναι παρα πολυ χειροτερα οταν πεσει τοσο νερο δε μπορεις να μην εχεις πολλες ζημιες δες τι εγινε καρδιτσα και λαμια,1
6941,Flickr393,Flickr,,2020-09-23 02:42:23,Medicane Ianos 2020 Mediterranean Hurricane,Medicane Ianos 2020 Μεσογειακός τυφώνας,50373860081,,50373860081.jpg,medicane ianos 2020 μεσογειακός τυφώνας,0
5434,tweet3753,X,0.0,2020-09-21 19:38:51,Ο ΚΑΙΡΟΣ ΤΗΝ ΤΡΙΤΗ (22-09-2020): Γενικά αίθριος καιρός ενώ βαθμιαία θα σημειωθούν τοπικές βροχές &amp; μεμονωμένες καταιγίδες- Δείτε που… https://t.co/VaO6pQQk5h  @velopky @ellinikilisi,Ο ΚΑΙΡΟΣ ΤΗΝ ΤΡΙΤΗ (22-09-2020): Γενικά αίθριος καιρός ενώ βαθμιαία θα σημειωθούν τοπικές βροχές &amp; μεμονωμένες καταιγίδες- Δείτε που… @velopky @ellinikilisi,,,,ο καιρος την τριτη 22 09 2020 γενικά αίθριος καιρός ενώ βαθμιαία θα σημειωθούν τοπικές βροχές amp μεμονωμένες καταιγίδες δείτε που velopky ellinikilisi,0
5104,tweet3423,X,0.0,2020-09-21 07:56:02,"Καιρός 21/9: Ο Ιανός έφυγε, οι… καταιγίδες μένουν https://t.co/IIYo9hkOEl","Καιρός 21/9: Ο Ιανός έφυγε, οι… καταιγίδες μένουν",,,,καιρός 21 9 ο ιανός έφυγε οι καταιγίδες μένουν,0
6758,Flickr210,Flickr,,2020-10-31 13:44:22,Early morning rain and the females taking an early walk into the lake.,Νωρίς το πρωί βροχή και τα θηλυκά που κάνουν μια πρόωρη βόλτα στη λίμνη.,50550739761,,50550739761.jpg,νωρίς το πρωί βροχή και τα θηλυκά που κάνουν μια πρόωρη βόλτα στη λίμνη,0
2137,tweet456,X,0.0,2020-09-17 15:59:47,@Armeteo And here the forecasted wave field for #medicane #ianos,Armeteo και εδώ το προβλεπόμενο πεδίο κύματος για #Medicane #ianos,,,,armeteo και εδώ το προβλεπόμενο πεδίο κύματος για medicane ianos,0
4286,tweet2605,X,0.0,2020-09-19 22:33:11,"#Ianos  Θεότητα των Ρωμαίων , καταγωγή από Θεσσαλία .Όταν οι δύο πύλες του ναού του ήταν ανοικτές είχε πόλεμο διότι δραπέτευε η Ειρήνη . Ο Ιανουάριος ήταν αφιερωμένος σε αυτή τη θεότητα . https://t.co/F8DbElByAB","#Ianos Θεότητα των Ρωμαίων , καταγωγή από Θεσσαλία .Όταν οι δύο πύλες του ναού του ήταν ανοικτές είχε πόλεμο διότι δραπέτευε η Ειρήνη . Ο Ιανουάριος ήταν αφιερωμένος σε αυτή τη θεότητα .",,,,ianos θεότητα των ρωμαίων καταγωγή από θεσσαλία όταν οι δύο πύλες του ναού του ήταν ανοικτές είχε πόλεμο διότι δραπέτευε η ειρήνη ο ιανουάριος ήταν αφιερωμένος σε αυτή τη θεότητα,1
2691,tweet1010,X,0.0,2020-09-18 09:45:51,"Σε εξέλιξη η κακοκαιρία «Ιανός» - Εντονα φαινόμενα στη Δυτική Ελλάδα - 

Πλημμύρες, πτώσεις δένδρων και ζημιές σε σκάφη είναι ο πρώτος απολογισμός του φαινομένου, που έχει ισχυρή παρουσία και στα δυτικά τη... https://t.co/tpgytz5Syn https://t.co/7Hz8BshSCS","Σε εξέλιξη η κακοκαιρία «Ιανός» - Εντονα φαινόμενα στη Δυτική Ελλάδα - Πλημμύρες, πτώσεις δένδρων και ζημιές σε σκάφη είναι ο πρώτος απολογισμός του φαινομένου, που έχει ισχυρή παρουσία και στα δυτικά τη.",,,,σε εξέλιξη η κακοκαιρία ιανός εντονα φαινόμενα στη δυτική ελλάδα πλημμύρες πτώσεις δένδρων και ζημιές σε σκάφη είναι ο πρώτος απολογισμός του φαινομένου που έχει ισχυρή παρουσία και στα δυτικά τη,1
3830,tweet2149,X,0.0,2020-09-19 11:25:26,Κακοκαιρία Ιανός: Ανυπολόγιστες ζημιές σε σπίτια και αγροτικές εκτάσεις στα Φάρσαλα https://t.co/kofTQbMvWe,Κακοκαιρία Ιανός: Ανυπολόγιστες ζημιές σε σπίτια και αγροτικές εκτάσεις στα Φάρσαλα,,,,κακοκαιρία ιανός ανυπολόγιστες ζημιές σε σπίτια και αγροτικές εκτάσεις στα φάρσαλα,1
6227,tweet4546,X,0.0,2020-09-23 12:37:37,"""Τροπικές παραλίες στην Ευρώπη.Εγγυημένος καλός καιρός.Βουνά, ιδιαίτερη αρχιτεκτονική και θάλασσα. Η Ελλάδα είναι τόσο όμορφη.""
Άρθρο της Ταμάρ Λέβι στο https://t.co/C1j9yxjM0W για την αυριανή έκθεσή της στο Art Base στις Βρυξέλλες
https://t.co/Q1PveP6vJC 
#art #Greece 🇧🇪🇬🇷 https://t.co/thn4iPz05V","Τροπικές παραλίες στην Ευρώπη.Εγγυημένος καλός καιρός.Βουνά, ιδιαίτερη αρχιτεκτονική και θάλασσα. Η Ελλάδα είναι τόσο όμορφη.""Άρθρο της Ταμάρ Λέβι στο για την αυριανή έκθεσή της στο Art Base στις Βρυξέλλες #art #Greece",,,,τροπικές παραλίες στην ευρώπη εγγυημένος καλός καιρός βουνά ιδιαίτερη αρχιτεκτονική και θάλασσα η ελλάδα είναι τόσο όμορφη άρθρο της ταμάρ λέβι στο για την αυριανή έκθεσή της στο art base στις βρυξέλλες art greece,1
2175,tweet494,X,0.0,2020-09-17 16:21:01,"#Ianos has developed convection on all sides, with a clear eye at several layers and looking pretty much like a tropical cyclone. Shame that there is no network of open sea surface measurements over the area... #medicane #Cassilda #Udine","#IANOS έχει αναπτύξει μεταφορά σε όλες τις πλευρές, με ένα σαφές μάτι σε διάφορα στρώματα και μοιάζει σχεδόν σαν έναν τροπικό κυκλώνα. Ντροπή ότι δεν υπάρχει δίκτυο ανοικτών μετρήσεων επιφάνειας της θάλασσας στην περιοχή. #Medicane #Cassilda #Udine",,,,ianos έχει αναπτύξει μεταφορά σε όλες τις πλευρές με ένα σαφές μάτι σε διάφορα στρώματα και μοιάζει σχεδόν σαν έναν τροπικό κυκλώνα ντροπή ότι δεν υπάρχει δίκτυο ανοικτών μετρήσεων επιφάνειας της θάλασσας στην περιοχή medicane cassilda udine,0
7190,Flickr642,Flickr,,2020-10-03 10:47:03,Orages nocturnes au large de la Corse,Νυχτερινές καταιγίδες από την Κορσική,50411425562,,50411425562.jpg,νυχτερινές καταιγίδες από την κορσική,0
6713,Flickr165,Flickr,,2020-10-20 10:04:18,Bush walking in the rain forest,Μπους περπατώντας στο τροπικό δάσος,50509189787,,50509189787.jpg,μπους περπατώντας στο τροπικό δάσος,0
4361,tweet2680,X,0.0,2020-09-20 02:15:12,#Medicane #Ianos turns towards Crete after sweeping across Greece https://t.co/2wjXytiS2V,Το #Medicane #IANOS στρέφεται προς την Κρήτη μετά από σάρωση στην Ελλάδα,,,,το medicane ianos στρέφεται προς την κρήτη μετά από σάρωση στην ελλάδα,0
8252,YouTube895,YouTube,,2020-09-18T11:48:06Z,Der Medicane Udine hat Griechenland erreicht. Insbesondere die Niederschläge haben sintflutartigen Charakter. Es ist mit ... Medicane geht an Land: Griechenland voll getroffen,"Το Medicane Udine έχει φτάσει στην Ελλάδα. Συγκεκριμένα, η βροχόπτωση έχει ένα scald -όπως χαρακτήρα. Είναι με. Το Medicane πηγαίνει στην ξηρά: Η Ελλάδα πλήρως χτυπήσει",536mamKb_bo,1.0,na,το medicane udine έχει φτάσει στην ελλάδα συγκεκριμένα η βροχόπτωση έχει ένα scald όπως χαρακτήρα είναι με το medicane πηγαίνει στην ξηρά η ελλάδα πλήρως χτυπήσει,0
3793,tweet2112,X,0.0,2020-09-19 10:50:43,@kostassyl @fraulein_elise Δυστυχώς Κώστα υπάρχουν αυτά όσο χαλάει ο καιρός. Υπομονή... Όλο κάτι έχουμε πάντως,kostassyl @fraulein_elise Δυστυχώς Κώστα υπάρχουν αυτά όσο χαλάει ο καιρός. Υπομονή.Όλο κάτι έχουμε πάντως,,,,kostassyl fraulein_elise δυστυχώς κώστα υπάρχουν αυτά όσο χαλάει ο καιρός υπομονή όλο κάτι έχουμε πάντως,0
1962,tweet281,X,0.0,2020-09-17 09:49:22,"Entrada subtropical húmeda impulsada por la borrasca atlántica al oeste de la Península, entrando por el suroeste,  y retorcimiento ciclogenético de #Ianos en el Mediterráneo , vistos en secuencia de agua precipitable total @UWCIMSS #medicane #ciclónmediterraneo https://t.co/mQC8uXrCcs","Η υγρή υποτροπική είσοδος που οδηγείται από την Ατλαντική καταιγίδα δυτικά της χερσονήσου, την είσοδο στα νοτιοδυτικά, και την κυτταρογενετική συστροφή του #inos στη Μεσόγειο, που παρατηρείται σε συνολική ακολουθία κατακρήμνισης νερού",,,,η υγρή υποτροπική είσοδος που οδηγείται από την ατλαντική καταιγίδα δυτικά της χερσονήσου την είσοδο στα νοτιοδυτικά και την κυτταρογενετική συστροφή του inos στη μεσόγειο που παρατηρείται σε συνολική ακολουθία κατακρήμνισης νερού,0
5085,tweet3404,X,0.0,2020-09-21 07:18:23,Καιρός: Πού αναμένονται σήμερα βροχές. https://t.co/1DFWJ1HsTp,Καιρός: Πού αναμένονται σήμερα βροχές.,,,,καιρός πού αναμένονται σήμερα βροχές,0
5729,tweet4048,X,0.0,2020-09-22 10:47:07,"Φθινοπωρινός ο καιρός στην Αθήνα με «εναλλαγές» ήλιου, συννεφιάς - Βροχές από την Πέμπτηhttps://t.co/A7tIsS8o2h","Φθινοπωρινός ο καιρός στην Αθήνα με «εναλλαγές» ήλιου, συννεφιάς - Βροχές από την Πέμπτη",,,,φθινοπωρινός ο καιρός στην αθήνα με εναλλαγές ήλιου συννεφιάς βροχές από την πέμπτη,0
7776,YouTube419,YouTube,,2020-09-18T05:45:08Z,Ο μεσογειακός κυκλώνας θα επηρεάσει και την Κύπρο; Subscribe: https://goo.gl/zXmyZd Συνδέσου στο AlphaNews Live: Subscribe: https://goo.gl/zXmyZd Website: https://alphanews.live/ ...,Ο μεσογειακός κυκλώνας θα επηρεάσει και την Κύπρο; Subscribe: Συνδέσου στο AlphaNews Live: Subscribe: Website:.,KLR7FpIzws0,1.0,na,ο μεσογειακός κυκλώνας θα επηρεάσει και την κύπρο subscribe συνδέσου στο alphanews live subscribe website,0
7250,Flickr702,Flickr,,2020-10-17 12:53:51,Stags sizing each other up but neither would go for it. Bushy Park on a wet morning.,"Οι Stags μεγέθονται ο ένας τον άλλον, αλλά ούτε θα πήγαιναν για αυτό. Bushy Park σε ένα υγρό πρωί.",50497769652,,50497769652.jpg,οι stags μεγέθονται ο ένας τον άλλον αλλά ούτε θα πήγαιναν για αυτό bushy park σε ένα υγρό πρωί,0
7074,Flickr526,Flickr,,2020-09-23 01:45:08,Medicane Ianos 2020 Mediterranean Hurricane,Medicane Ianos 2020 Μεσογειακός τυφώνας,50373875622,,50373875622.jpg,medicane ianos 2020 μεσογειακός τυφώνας,0
4897,tweet3216,X,0.0,2020-09-20 19:26:02,"Καιρός: Βροχές και ισχυροί άνεμοι και αύριο
https://t.co/EU8a3S7muK",Καιρός: Βροχές και ισχυροί άνεμοι και αύριο,,,,καιρός βροχές και ισχυροί άνεμοι και αύριο,0
2980,tweet1299,X,0.0,2020-09-18 13:36:04,"🌀 Forti venti durante il transito del #medicane #Ianos sulla #Grecia occidentale. Non solo raffiche sostenute, ma anche valori medi del vento.

#18settembre #Weather #Greece","Ισχυροί άνεμοι κατά τη διάρκεια της διαμετακόμισης του #Medica #IANOS στη δυτική #gree. Όχι μόνο οι ριπές, αλλά και οι μέσες τιμές ανέμου.",,,,ισχυροί άνεμοι κατά τη διάρκεια της διαμετακόμισης του medica ianos στη δυτική gree όχι μόνο οι ριπές αλλά και οι μέσες τιμές ανέμου,1
801,''2401828079950436438,instagram,1600540240.0,2020-09-19 18:30:40,"Χωριό μου, χωριουδάκι μου\nκαι πατρικό σπιτάκι μου\nστη σκέψη μου σας φέρνω νύχτα-μέρα\nεδώ στα ξένα πέρα\nΚι άλλο δε θέλω απ’ τη ζωή\nδε θέλω τίποτ’ άλλο να μου δώσει\nπαρά να μ’ αξιώσει\nνα ξαναδώ κάποιο πρωί\nτο πατρικό σπιτάκι μου\nκαι το φτωχό το χωριουδάκι μου...\n.\n.\n#karditsa #krania #kampos #plain #greekvillage #ianos #disaster #cyclone #mouzaki #myvillage #mysummers #onlypain #watereverywhere #prayforkarditsa #🙏🏻 #green #farmvillage #ianoscyclone #prayforallthevictims #prayforthelost","Χωριό μου, χωριουδάκι μου\nκαι πατρικό σπιτάκι μου\nστη σκέψη μου σας φέρνω νύχτα-μέρα\nεδώ στα ξένα πέρα\nΚι άλλο δε θέλω απ’ τη ζωή\nδε θέλω τίποτ’ άλλο να μου δώσει\nπαρά να μ’ αξιώσει\nνα ξαναδώ κάποιο πρωί\nτο πατρικό σπιτάκι μου\nκαι το φτωχό το χωριουδάκι μου.\n.\n.\n#karditsa #krania #kampos #plain #greekvillage #ianos #disaster #cyclone #mouzaki #myvillage #mysummers #onlypain #watereverywhere #prayforkarditsa # #green #farmvillage #ianoscyclone #prayforallthevictims #prayforthelost",,,119723996_690087965196764_8007025586527493385_n.jpg,χωριό μου χωριουδάκι μου nκαι πατρικό σπιτάκι μου nστη σκέψη μου σας φέρνω νύχτα μέρα nεδώ στα ξένα πέρα nκι άλλο δε θέλω απ τη ζωή nδε θέλω τίποτ άλλο να μου δώσει nπαρά να μ αξιώσει nνα ξαναδώ κάποιο πρωί nτο πατρικό σπιτάκι μου nκαι το φτωχό το χωριουδάκι μου n n n karditsa krania kampos plain greekvillage ianos disaster cyclone mouzaki myvillage mysummers onlypain watereverywhere prayforkarditsa green farmvillage ianoscyclone prayforallthevictims prayforthelost,1
6526,tweet4845,X,0.0,2020-09-24 00:25:13,@30__kai Καιρός ν´ ασχοληθείς με την ηπειρωτική Ελλάδα,30__kai Καιρός ν´ ασχοληθείς με την ηπειρωτική Ελλάδα,,,,30__kai καιρός ν ασχοληθείς με την ηπειρωτική ελλάδα,0
5404,tweet3723,X,0.0,2020-09-21 18:22:01,#Ιανος ο κακος σου ο καιρος! τα ανυπαρκτα αντιπλημμυρικα εργα τα μπαζωμενα ρεματα οι φωτιες ο μη καθαρισμος φρεατιων δεν σου φαινονται ικανα αιτια μαζι με ακραιο καιρικο φαινομενο;https://t.co/zzzPfRcaWB @documentonews @tvxs,#Ιανος ο κακος σου ο καιρος! τα ανυπαρκτα αντιπλημμυρικα εργα τα μπαζωμενα ρεματα οι φωτιες ο μη καθαρισμος φρεατιων δεν σου φαινονται ικανα αιτια μαζι με ακραιο καιρικο φαινομενο; @documentonews @tvxs,,,,ιανος ο κακος σου ο καιρος τα ανυπαρκτα αντιπλημμυρικα εργα τα μπαζωμενα ρεματα οι φωτιες ο μη καθαρισμος φρεατιων δεν σου φαινονται ικανα αιτια μαζι με ακραιο καιρικο φαινομενο documentonews tvxs,0
7860,YouTube503,YouTube,,2020-09-19T10:10:15Z,O κυκλώνας Ιανός έχει προκαλέσει κάποια προβλήματα στη Ζάκυνθο. Υπάρχει διακοπή ρεύματος σε αρκετές O κυκλώνας Ιανός έχει προκαλέσει κάποια προβλήματα στη Ζάκυνθο. Υπάρχει διακοπή ρεύματος σε αρκετές περιοχές του νησιού ...,O κυκλώνας Ιανός έχει προκαλέσει κάποια προβλήματα στη Ζάκυνθο. Υπάρχει διακοπή ρεύματος σε αρκετές O κυκλώνας Ιανός έχει προκαλέσει κάποια προβλήματα στη Ζάκυνθο. Υπάρχει διακοπή ρεύματος σε αρκετές περιοχές του νησιού.,o4SngjzvrcU,1.0,na,o κυκλώνας ιανός έχει προκαλέσει κάποια προβλήματα στη ζάκυνθο υπάρχει διακοπή ρεύματος σε αρκετές o κυκλώνας ιανός έχει προκαλέσει κάποια προβλήματα στη ζάκυνθο υπάρχει διακοπή ρεύματος σε αρκετές περιοχές του νησιού,1
2061,tweet380,X,0.0,2020-09-17 14:34:48,"🌀 Nas últimas horas, quer o 'medicane' #Ianos (localizado entre Itália e Grécia) quer a tempestade proveniente do #Atlântico (#invest99L) que está a traçar caminho até à Península Ibérica, solidificaram a sua organização...

🛰️ Siga atentamente em: https://t.co/Pdw9Jxnqyh https://t.co/Ezx9yaTbKg","Τις τελευταίες ώρες, τόσο το «φάρμακο» #IANOS (που βρίσκεται μεταξύ Ιταλίας και Ελλάδας) όσο και η καταιγίδα από τον #atlantic ( #ebext99l) που ανιχνεύει το δρόμο προς την Ιβηρική Χερσόνησο, έχουν εδραιώσει την οργάνωσή τους.",,,,τις τελευταίες ώρες τόσο το φάρμακο ianos που βρίσκεται μεταξύ ιταλίας και ελλάδας όσο και η καταιγίδα από τον atlantic ebext99l που ανιχνεύει το δρόμο προς την ιβηρική χερσόνησο έχουν εδραιώσει την οργάνωσή τους,0
6687,Flickr139,Flickr,,2020-10-03 22:21:30,"At last we make it to the World Heritage listed area of Lake St Clair. I'll give you bits of information about this beautiful region as we look at various photographs.

The weather was very poor, but I was out at 5.00am hoping to see the sun breaking through the cloud cover. Alas, no such good fortune. In fact apart from this shot, nothing was really worth taking. After I set up my tripod in torchlight, the rain arrived again. The clouds covered most of the mountains and my lens was getting wet. Sadly, this is the best shot I could get.

I'll tell you more about the Pumphouse in later close ups. It is now a 5 Star resort.","Τελικά φτάνουμε στην περιοχή της παγκόσμιας κληρονομιάς της λίμνης St Clair. Θα σας δώσω κομμάτια πληροφοριών σχετικά με αυτήν την όμορφη περιοχή καθώς βλέπουμε διάφορες φωτογραφίες. Ο καιρός ήταν πολύ φτωχός, αλλά ήμουν έξω στις 5.00 π.μ. ελπίζοντας να δω τον ήλιο να σπάει μέσα από το κάλυμμα του cloud. Δυστυχώς, καμία τόσο καλή τύχη. Στην πραγματικότητα, εκτός από αυτό το πλάνο, τίποτα δεν αξίζει πραγματικά να πάρει. Αφού έβαλα το τρίποδο μου στο Torchlight, η βροχή έφτασε ξανά. Τα σύννεφα κάλυπταν τα περισσότερα από τα βουνά και ο φακός μου βρέθηκε. Δυστυχώς, αυτός είναι ο καλύτερος πυροβολισμός που θα μπορούσα να πάρω. Θα σας πω περισσότερα για το Pumphouse σε μεταγενέστερα κλειστά. Είναι τώρα ένα θέρετρο 5 αστέρων.",50413995127,,50413995127.jpg,τελικά φτάνουμε στην περιοχή της παγκόσμιας κληρονομιάς της λίμνης st clair θα σας δώσω κομμάτια πληροφοριών σχετικά με αυτήν την όμορφη περιοχή καθώς βλέπουμε διάφορες φωτογραφίες ο καιρός ήταν πολύ φτωχός αλλά ήμουν έξω στις 5 00 π μ ελπίζοντας να δω τον ήλιο να σπάει μέσα από το κάλυμμα του cloud δυστυχώς καμία τόσο καλή τύχη στην πραγματικότητα εκτός από αυτό το πλάνο τίποτα δεν αξίζει πραγματικά να πάρει αφού έβαλα το τρίποδο μου στο torchlight η βροχή έφτασε ξανά τα σύννεφα κάλυπταν τα περισσότερα από τα βουνά και ο φακός μου βρέθηκε δυστυχώς αυτός είναι ο καλύτερος πυροβολισμός που θα μπορούσα να πάρω θα σας πω περισσότερα για το pumphouse σε μεταγενέστερα κλειστά είναι τώρα ένα θέρετρο 5 αστέρων,0
2155,tweet474,X,0.0,2020-09-17 16:09:48,It closes... #Medicane #Ianos https://t.co/eqk7eK5sag,Κλείνει. #Medicane #ianos,,,,κλείνει medicane ianos,0
7996,YouTube639,YouTube,,2020-10-04T21:14:56Z,IANOS Medicane - Evolution of wave field Video shows the evolution of the wave field (significant wave height – SWH) during the passage of IANOS medicane over the ...,Ianos Medicane - Εξέλιξη του πεδίου κύματος Το βίντεο δείχνει την εξέλιξη του πεδίου κύματος (σημαντικό ύψος κύματος - SWH) κατά τη διάρκεια της διέλευσης του Ianos Medicane πάνω από το.,SVMlk61Shnk,1.0,na,ianos medicane εξέλιξη του πεδίου κύματος το βίντεο δείχνει την εξέλιξη του πεδίου κύματος σημαντικό ύψος κύματος swh κατά τη διάρκεια της διέλευσης του ianos medicane πάνω από το,0
