"ID","source_id","source_type","unix_time","date_time","text","translated","photo_video_id","duplicate","photofilename","processed","predicted","score",,"scored_value"
4524,"tweet2843","X",0,"2020-09-20 10:25:55","Καιρός: Έρχονται τα… πρωτοβρόχια, σε κανονικά επίπεδα η θερμοκρασία https://t.co/pi9x7xkkiJ","Καιρός: Έρχονται τα… πρωτοβρόχια, σε κανονικά επίπεδα η θερμοκρασία",,,,"καιρός έρχονται τα πρωτοβρόχια σε κανονικά επίπεδα η θερμοκρασία",0,"TN",,0
1842,"tweet161","X",0,"2020-09-16 20:03:54","#Ianos 
Πού θα χτυπήσει, τι επιπτώσεις θα έχει, τι πρέπει να γνώριζουν οι πολίτες
https://t.co/YW9p6H65Nm","#Ianos Πού θα χτυπήσει, τι επιπτώσεις θα έχει, τι πρέπει να γνώριζουν οι πολίτες",,,,"ianos πού θα χτυπήσει τι επιπτώσεις θα έχει τι πρέπει να γνώριζουν οι πολίτες",0,"TN",,0
7321,"Flickr773","Flickr",,"2020-09-08 23:59:55","Took a friend to see the lovely Winnats Pass above Castleton in the Peak District this morning and then over to Millstone Edge in the afternoon..
Started out dreary and raining but the sun broke through and the day finished hot and sunny.. 
<a href=""https://en.wikipedia.org/wiki/Winnats_Pass"" rel=""noreferrer nofollow"">en.wikipedia.org/wiki/Winnats_Pass</a>","Πήρε έναν φίλο για να δει το υπέροχο Winnats να περάσει πάνω από το Castleton στην περιοχή Peak σήμερα το πρωί και στη συνέχεια να περάσει στο Millstone Edge το απόγευμα. Ξεκινώντας από θλιβερή και βροχή, αλλά ο ήλιος έσπασε και η μέρα τελείωσε ζεστό και ηλιόλουστο.",50321841767,,"50321841767.jpg","πήρε έναν φίλο για να δει το υπέροχο winnats να περάσει πάνω από το castleton στην περιοχή peak σήμερα το πρωί και στη συνέχεια να περάσει στο millstone edge το απόγευμα ξεκινώντας από θλιβερή και βροχή αλλά ο ήλιος έσπασε και η μέρα τελείωσε ζεστό και ηλιόλουστο",0,"TN",,0
7385,"YouTube28","YouTube",,"2020-09-19T19:32:21Z","هل يضرب اعصار ايانوس مصر وليبيا ؟ شاهد التفاصيل  19.09.2020 هل يضرب اعصار ايانوس مصر وليبيا ؟ شاهد التفاصيل 19.09.2020 شاهد ايضا : صحراء السعودية تتحول الى بحيرات و أنهار مكة المدينة ...","Ο τυφώνας Ayanos απεργεί την Αίγυπτο και τη Λιβύη; Δείτε λεπτομέρειες 19.09.2020 Ο τυφώνας Ayanos απεργεί την Αίγυπτο και τη Λιβύη; Παρακολουθήστε τις λεπτομέρειες 19.09.2020 WATCH: Η έρημος της Σαουδικής Αραβίας μετατρέπεται σε λίμνες και τα ποτάμια της Μέκκας.","0uI2RqbhxsA",1,"na","ο τυφώνας ayanos απεργεί την αίγυπτο και τη λιβύη δείτε λεπτομέρειες 19 09 2020 ο τυφώνας ayanos απεργεί την αίγυπτο και τη λιβύη παρακολουθήστε τις λεπτομέρειες 19 09 2020 watch η έρημος της σαουδικής αραβίας μετατρέπεται σε λίμνες και τα ποτάμια της μέκκας",0,"TN",,0
6441,"tweet4760","X",0,"2020-09-23 20:48:38","Ο καιρός στο Χαλάνδρι: Πέμπτη 24/9/2020 https://t.co/W0KaadJ740","Ο καιρός στο Χαλάνδρι: Πέμπτη 24/9/2020",,,,"ο καιρός στο χαλάνδρι πέμπτη 24 9 2020",0,"TN",,0
6582,"Flickr34","Flickr",,"2020-10-13 11:23:27","© Sigmund Løland. All Rights Reserved.

Until I was about 15 years old, my friends and I owned this area. It was used for swimming, hiking and everything else you never tell your parents :-)","Sigmund Løland. Όλα τα δικαιώματα διατηρούνται. Δεν ήμουν περίπου 15 χρονών, οι φίλοι μου και εγώ ανήκουμε σε αυτόν τον τομέα. Χρησιμοποιήθηκε για κολύμβηση, πεζοπορία και οτιδήποτε άλλο δεν λέτε ποτέ στους γονείς σας :-)",50468474933,,"50468474933.jpg","sigmund løland όλα τα δικαιώματα διατηρούνται δεν ήμουν περίπου 15 χρονών οι φίλοι μου και εγώ ανήκουμε σε αυτόν τον τομέα χρησιμοποιήθηκε για κολύμβηση πεζοπορία και οτιδήποτε άλλο δεν λέτε ποτέ στους γονείς σας",0,"TN",,0
3536,"tweet1855","X",0,"2020-09-19 00:14:39","El ciclón #Ianos causará fuertes lluvias que podrían resultar en inundaciones repentinas y existe el riesgo de que se produzcan tornados, según @Estofex https://t.co/Y5yP0GsjAL","Ο κυκλώνας #IANOS θα προκαλέσει έντονες βροχές που θα μπορούσαν να οδηγήσουν σε ξαφνικές πλημμύρες και υπάρχει κίνδυνος ο ανεμοστρόβιλος",,,,"ο κυκλώνας ianos θα προκαλέσει έντονες βροχές που θα μπορούσαν να οδηγήσουν σε ξαφνικές πλημμύρες και υπάρχει κίνδυνος ο ανεμοστρόβιλος",0,"TN",,0
7040,"Flickr492","Flickr",,"2020-09-23 01:44:46","Medicane Ianos 2020 Mediterranean Hurricane","Medicane Ianos 2020 Μεσογειακός τυφώνας",50373027378,,"50373027378.jpg","medicane ianos 2020 μεσογειακός τυφώνας",0,"TN",,0
3054,"tweet1373","X",0,"2020-09-18 15:14:11","Ιανέ κλασε μας τον άσσο!! #ianos","Ιανέ κλασε μας τον άσσο!! #ianos",,,,"ιανέ κλασε μας τον άσσο ianos",0,"TN",,0
2054,"tweet373","X",0,"2020-09-17 14:22:46","Recent views of #MedicaneCassilda (aka #Ianos/#Udine) with its sights on #Greece in the coming hours...

🌬🌧
🌀
⤵️ https://t.co/PnfAXGn6U0","Πρόσφατες εικόνες του #MedicaneCassilda (γνωστού και ως #Ianos/#Udine) που αναμένεται να πλήξει την #Ελλάδα τις επόμενες ώρες...  ",,,,"πρόσφατες εικόνες του medicanecassilda γνωστού και ως ianos udine που αναμένεται να πλήξει την ελλάδα τις επόμενες ώρες",0,"TN",,0
4248,"tweet2567","X",0,"2020-09-19 21:22:36","Man bemerke ... also eigentlich ist der Raum nach 3 Seiten geschlossen. War dem #Medicane Namen #Ianos aber #egal auf #kreta in Gouves. @Kachelmannwettr @ErdingerWB https://t.co/WpHH6FjC2Q","Θυμάσαι, οπότε το δωμάτιο είναι πραγματικά κλειστό στις 3 πλευρές. Ήταν το όνομα #Medicane #IANOS #egal στο #KReta στο Gouves. @Kachelmannwettr @erdingerwb",,,,"θυμάσαι οπότε το δωμάτιο είναι πραγματικά κλειστό στις 3 πλευρές ήταν το όνομα medicane ianos egal στο kreta στο gouves kachelmannwettr erdingerwb",0,"TN",,0
1908,"tweet227","X",0,"2020-09-17 01:15:00","@DuncanWingen @YMrtn_92 No hace falta esperar a mañana, el Centro Europeo está suguiendo la evolución de #Ianos y la cataloga como #TS #TormentaTropical al 100% https://t.co/wnOFshV2FD https://t.co/takybnBFoM","Το Duncanwingen @ymrtn_92 δεν χρειάζεται να περιμένει αύριο, το Ευρωπαϊκό Κέντρο προτείνει την εξέλιξη του #IANOS και τον καταγράφει ως #TS #Tormatropical 100%",,,,"το duncanwingen ymrtn_92 δεν χρειάζεται να περιμένει αύριο το ευρωπαϊκό κέντρο προτείνει την εξέλιξη του ianos και τον καταγράφει ως ts tormatropical 100",0,"TN",,0
3666,"tweet1985","X",0,"2020-09-19 08:55:07","Καιρός να καταλάβουμε τι πίνουμε! Δεν συμφωνείτε @FotisKokotos;

https://t.co/k0BtoGa5FZ","Καιρός να καταλάβουμε τι πίνουμε! Δεν συμφωνείτε @FotisKokotos;",,,,"καιρός να καταλάβουμε τι πίνουμε δεν συμφωνείτε fotiskokotos",0,"TN",,0
5399,"tweet3718","X",0,"2020-09-21 17:46:59","Happy to see the #Medicane through the eyes of the #Copernicus #Sentinel3 and by GPM IMERG NASA on italian national TV @Rainews 24 with @claudiadamo. #EUSpace L'uragano #Ianos diretto in #Grecia visto da satellite il 18 sett. Nelle immagini a dx le stime di precipitazione. https://t.co/3fchKUrjFi","Χαίρομαι που βλέπω το #Medicane μέσα από τα μάτια του #Copernicus #Sentinel3 και από το GPM IMG NASA στην ιταλική εθνική τηλεόραση @Rainews 24 με @claudiadamo. #Euspace the uragan #ianos που κατευθύνεται στο #gree που είδε ο δορυφόρος στις 18 Σεπτεμβρίου. Στις σωστές εικόνες, εκτιμήσεις βροχόπτωσης.",,,,"χαίρομαι που βλέπω το medicane μέσα από τα μάτια του copernicus sentinel3 και από το gpm img nasa στην ιταλική εθνική τηλεόραση rainews 24 με claudiadamo euspace the uragan ianos που κατευθύνεται στο gree που είδε ο δορυφόρος στις 18 σεπτεμβρίου στις σωστές εικόνες εκτιμήσεις βροχόπτωσης",0,"TN",,0
7301,"Flickr753","Flickr",,"2020-09-28 20:56:56","The yellow tape in the background shows where the house was and will be built again.","Η κίτρινη ταινία στο παρασκήνιο δείχνει πού ήταν το σπίτι και θα κατασκευαστεί ξανά.",50395407086,,"50395407086.jpg","η κίτρινη ταινία στο παρασκήνιο δείχνει πού ήταν το σπίτι και θα κατασκευαστεί ξανά",0,"TN",,0
2208,"tweet527","X",0,"2020-09-17 17:00:22","View of Medicane #Ianos from NOAA-20 today - a healthier-looking storm than several of the Atlantic tropical systems this year! [https://t.co/o34JrbllAx] https://t.co/6J0gaaxhH7","Προβολή του Medicane #IANOS από το NOAA-20 ΣΗΜΕΡΑ-Μια υγιέστερη καταιγίδα από πολλά από τα τροπικά συστήματα του Ατλαντικού φέτος! [",,,,"προβολή του medicane ianos από το noaa 20 σημερα μια υγιέστερη καταιγίδα από πολλά από τα τροπικά συστήματα του ατλαντικού φέτος",0,"TN",,0
1323,"''2401124923577013397","instagram",1600456417,"2020-09-18 19:13:37","Medicane #Ianos veroorzaakt overstromingen en schade langs de westkust van #Griekenland. Op uitgebreide schaal is sprake van wateroverlast en slaan grote stukken kustlijn weg. Deze beelden zijn van Jerusalem beach op #Kefalonia. #mediterranean #hurricane makes #Medicane #severeweather #medicaneianos #destruction #greece #weatherforecast.","Το Medicane #IANOS προκαλεί πλημμύρες και ζημιές κατά μήκος της δυτικής ακτής του #Grekenland. Σε εκτεταμένη κλίμακα υπάρχουν πλημμύρες και τα μεγάλα κομμάτια ακτογραμμής απομακρύνονται. Αυτές οι εικόνες προέρχονται από την παραλία της Ιερουσαλήμ στην #kefalonia. #MedIterranean #Hurricane κάνει #Medicane #SeverEweather #MedicaneanOS #DentSTruction #greece #WeatherForeCast.",,,"119640896_125163689039270_4034843719296222371_n.jpg","το medicane ianos προκαλεί πλημμύρες και ζημιές κατά μήκος της δυτικής ακτής του grekenland σε εκτεταμένη κλίμακα υπάρχουν πλημμύρες και τα μεγάλα κομμάτια ακτογραμμής απομακρύνονται αυτές οι εικόνες προέρχονται από την παραλία της ιερουσαλήμ στην kefalonia mediterranean hurricane κάνει medicane severeweather medicaneanos dentstruction greece weatherforecast",0,"FP",,1
3295,"tweet1614","X",0,"2020-09-18 19:13:02","- via Καιρός&amp;Pαντάρ https://t.co/tzKPem33dg","via Καιρός&amp;Pαντάρ",,,,"via καιρός amp pαντάρ",0,"TN",,0
1935,"tweet254","X",0,"2020-09-17 07:56:33","Primeras imágenes de #Ianos ,ciclón tropical mediterráneo, con su ""ojo"" bien formado en imagen en canales visibles #medicane https://t.co/n36Mboxfyg","Πρώτες εικόνες του #IANOS, τροπικού μεσογειακού κυκλώνα, με το ""μάτι"" του καλά σχηματισμένο σε εικόνα σε ορατά κανάλια #Medicane",,,,"πρώτες εικόνες του ianos τροπικού μεσογειακού κυκλώνα με το μάτι του καλά σχηματισμένο σε εικόνα σε ορατά κανάλια medicane",0,"TN",,0
1699,"tweet18","X",0,"2020-09-12 19:45:55","Μωρη παικτουρα τζακσον ... θα κανει ζημιες φετος #paobc","Μωρη παικτουρα τζακσον.θα κανει ζημιες φετος #paobc",,,,"μωρη παικτουρα τζακσον θα κανει ζημιες φετος paobc",0,"TN",,0
5337,"tweet3656","X",0,"2020-09-21 14:50:30","Ομως βασικα χεστηκαμε...αυτοι με την δικια τους ΕΠΟ πηγαν την εθνικη στα ταρταρα να παιζει με Κοσοβα κ'Γουαδελουπες...το μυαλο στην τεταρτη εμεις...μολις ειδα Ομονοια...προσοχη στα στημενα του Κικο κ'γρηγορες επιστροφες...ο Ασαντε ειναι βολιδα κ'αμα βρει χωρο κανει ζημιες.","Ομως βασικα χεστηκαμε.αυτοι με την δικια τους ΕΠΟ πηγαν την εθνικη στα ταρταρα να παιζει με Κοσοβα κ'Γουαδελουπες.το μυαλο στην τεταρτη εμεις.μολις ειδα Ομονοια.προσοχη στα στημενα του Κικο κ'γρηγορες επιστροφες.ο Ασαντε ειναι βολιδα κ'αμα βρει χωρο κανει ζημιες.",,,,"ομως βασικα χεστηκαμε αυτοι με την δικια τους επο πηγαν την εθνικη στα ταρταρα να παιζει με κοσοβα κ γουαδελουπες το μυαλο στην τεταρτη εμεις μολις ειδα ομονοια προσοχη στα στημενα του κικο κ γρηγορες επιστροφες ο ασαντε ειναι βολιδα κ αμα βρει χωρο κανει ζημιες",0,"TN",,0
6180,"tweet4499","X",0,"2020-09-23 11:25:18","Ο καιρός σήμερα - https://t.co/F5OsIJDtCT https://t.co/IUmCUr1sT4","Ο καιρός σήμερα -",,,,"ο καιρός σήμερα",0,"TN",,0
5649,"tweet3968","X",0,"2020-09-22 08:38:17","Καταπληκτικός καιρός για περπάτημα...😉☁️","Καταπληκτικός καιρός για περπάτημα.",,,,"καταπληκτικός καιρός για περπάτημα",0,"TN",,0
7380,"YouTube23","YouTube",,"2020-09-19T17:03:29Z","Θεσσαλία: Εικόνες αποκάλυψης – Ολοκληρωτική καταστροφή από την κακοκαιρία | OPEN TV Subscribe to OPEN: http://bit.ly/2uV7vyj Θεσσαλία: Εικόνες αποκάλυψης – Ολοκληρωτική καταστροφή από την κακοκαιρία ...","Θεσσαλία: Εικόνες αποκάλυψης – Ολοκληρωτική καταστροφή από την κακοκαιρία | OPEN TV Subscribe to OPEN: Θεσσαλία: Εικόνες αποκάλυψης – Ολοκληρωτική καταστροφή από την κακοκαιρία.","09vDpjMbKi8",1,"na","θεσσαλία εικόνες αποκάλυψης ολοκληρωτική καταστροφή από την κακοκαιρία open tv subscribe to open θεσσαλία εικόνες αποκάλυψης ολοκληρωτική καταστροφή από την κακοκαιρία",0,"TN",,0
4762,"tweet3081","X",0,"2020-09-20 15:45:35","Γ. Βαρουφάκης: Είναι καιρός να μιμηθούμε τους τραπεζίτες και τους φασίστες https://t.co/eeLnrQjSuM https://t.co/MISXB2QhRt","Γ. Βαρουφάκης: Είναι καιρός να μιμηθούμε τους τραπεζίτες και τους φασίστες",,,,"γ βαρουφάκης είναι καιρός να μιμηθούμε τους τραπεζίτες και τους φασίστες",0,"TN",,0
1491,"''2400198856192385207","instagram",1600346022,"2020-09-17 12:33:42","Το 2019 ο αριθμός των καταγεγραμμένων έντονων καιρικών φαινομένων στην #ελλάδα ήταν περίπου 40% πάνω από το μέσω όρο της 20ετίας 2000-2019 σύμφωνα με το Εθνικό Αστεροσκοπείο Αθηνών.⁣\n⁣\nΤο 65% εξ αυτών αφορά ισχυρές βροχοπτώσεις-πλημμύρες, το 12% χιονοπτώσεις και το 10% ανεμοστρόβιλους και ανεμοθύελλες.⁣\n⁣\nΜε το φθινόπωρο του 2020 να ξεκινάει ελάτε σε επικοινωνία μαζί μας για περισσότερες πληροφορίες και τρόπους ώστε να προστατέψετε το δικό σας #σπίτι.⁣\n⁣\n⁣\n⁣\n⁣\n#bosinsurance #lifetime #lifetimeinsurance #fullhome #insurance #home #ianos","Το 2019 ο αριθμός των καταγεγραμμένων έντονων καιρικών φαινομένων στην #ελλάδα ήταν περίπου 40% πάνω από το μέσω όρο της 20ετίας 2000-2019 σύμφωνα με το Εθνικό Αστεροσκοπείο Αθηνών.⁣\n⁣\nΤο 65% εξ αυτών αφορά ισχυρές βροχοπτώσεις-πλημμύρες, το 12% χιονοπτώσεις και το 10% ανεμοστρόβιλους και ανεμοθύελλες.⁣\n⁣\nΜε το φθινόπωρο του 2020 να ξεκινάει ελάτε σε επικοινωνία μαζί μας για περισσότερες πληροφορίες και τρόπους ώστε να προστατέψετε το δικό σας #σπίτι.⁣\n⁣\n⁣\n⁣\n⁣\n#bosinsurance #lifetime #lifetimeinsurance #fullhome #insurance #home #ianos",,,"119563216_343717203525830_730804949259857596_n.jpg","το 2019 ο αριθμός των καταγεγραμμένων έντονων καιρικών φαινομένων στην ελλάδα ήταν περίπου 40 πάνω από το μέσω όρο της 20ετίας 2000 2019 σύμφωνα με το εθνικό αστεροσκοπείο αθηνών n nτο 65 εξ αυτών αφορά ισχυρές βροχοπτώσεις πλημμύρες το 12 χιονοπτώσεις και το 10 ανεμοστρόβιλους και ανεμοθύελλες n nμε το φθινόπωρο του 2020 να ξεκινάει ελάτε σε επικοινωνία μαζί μας για περισσότερες πληροφορίες και τρόπους ώστε να προστατέψετε το δικό σας σπίτι n n n n n bosinsurance lifetime lifetimeinsurance fullhome insurance home ianos",1,"TP",,1
6341,"tweet4660","X",0,"2020-09-23 16:03:05","@CZachariadis @nikospappas16 Από τις μικρότερες ζημιές που προξενήσατε το χάρισμα προστίμου στον Κοντομηνά ύψους 90 εκατομμυρίων.
Η κατάσταση μακρά.
Τί να θυμηθούμε και τί να ξεχάσουμε;
Μην μιλάτε καλύτερα.
Αηδιάζουμε ακόμα περισσότερο.","CZachariadis @nikospappas16 Από τις μικρότερες ζημιές που προξενήσατε το χάρισμα προστίμου στον Κοντομηνά ύψους 90 εκατομμυρίων.Η κατάσταση μακρά.Τί να θυμηθούμε και τί να ξεχάσουμε;Μην μιλάτε καλύτερα.Αηδιάζουμε ακόμα περισσότερο.",,,,"czachariadis nikospappas16 από τις μικρότερες ζημιές που προξενήσατε το χάρισμα προστίμου στον κοντομηνά ύψους 90 εκατομμυρίων η κατάσταση μακρά τί να θυμηθούμε και τί να ξεχάσουμε μην μιλάτε καλύτερα αηδιάζουμε ακόμα περισσότερο",0,"TN",,0
3533,"tweet1852","X",0,"2020-09-19 00:07:18","@irene04067397 Ναι έγιναν πολλές ζημιές... Υγεία να υπάρχει και όλα φτιάχνονται..","irene04067397 Ναι έγιναν πολλές ζημιές.Υγεία να υπάρχει και όλα φτιάχνονται.",,,,"irene04067397 ναι έγιναν πολλές ζημιές υγεία να υπάρχει και όλα φτιάχνονται",0,"TN",,0
718,"''2400970848118139356","instagram",1600438050,"2020-09-18 14:07:30"," Ianos''🌪❌\n🌀🌀🌀\n#zakynthosnow #home #zante #zanteofficial #zakynthosisland #hurricane #ianos#zakynthos #cyclone#medicane #cyclon#medicameianos#medicane#total_meteo#greece_countryside #igphotographia_islands #igphotographia#bestplaces_greece #tv_greece#team_greece#imeratsizakynthos","Ianos '' \ n \ n #zakynthosnow #home #zante #zanteofficial #zakynthosis #hurricane #anys #zakynthos #cyclone #medicane #medicameianos #medicane #total_meteo #greece_countryside # _greece#imeratsizakynthos",,,"119748259_233384374792999_4771383278579726485_n.jpg","ianos n n zakynthosnow home zante zanteofficial zakynthosis hurricane anys zakynthos cyclone medicane medicameianos medicane total_meteo greece_countryside _greece imeratsizakynthos",0,"TN",,0
2555,"tweet874","X",0,"2020-09-18 07:45:37","Καλημερα σε ολους σας ! Μακαρι να μην εχουμε ζημιες και τραυματισμους απο τον Ιανο και ολα καλα !!! https://t.co/bmHxWqjIiz","Καλημερα σε ολους σας ! Μακαρι να μην εχουμε ζημιες και τραυματισμους απο τον Ιανο και ολα καλα !!!",,,,"καλημερα σε ολους σας μακαρι να μην εχουμε ζημιες και τραυματισμους απο τον ιανο και ολα καλα",0,"TN",,0
293,"''2403087763871076081","instagram",1600690406,"2020-09-21 12:13:26","Έρχεται ο Ιανός ή να βγούμε?\n#ianos #nicosia #nicosiacyprus #cypruslife #cyprus🇨🇾 #cyprus❤️ #sexycygirl #cyprus2020 #cyprushiking","Έρχεται ο Ιανός ή να βγούμε?\n#ianos #nicosia #nicosiacyprus #cypruslife #cyprus #cyprus #sexycygirl #cyprus2020 #cyprushiking",,,"119891373_408035966851518_3965589775870626263_n.jpg","έρχεται ο ιανός ή να βγούμε n ianos nicosia nicosiacyprus cypruslife cyprus cyprus sexycygirl cyprus2020 cyprushiking",0,"TN",,0
4983,"tweet3302","X",0,"2020-09-20 23:14:53","@respect134 Καιρός να αλλάξουμε μοντέλο!","respect134 Καιρός να αλλάξουμε μοντέλο!",,,,"respect134 καιρός να αλλάξουμε μοντέλο",0,"TN",,0
3504,"tweet1823","X",0,"2020-09-18 22:56:04","Κακοκαιρία στην Κεντρική και Νότια Ελλάδα: Συνεχίζονται και το Σάββατο τα έντονα καιρικά φαινόμενα. Η πρόγνωση του καιρού από τον διευθυντή της ΕΜΥ Θοδωρή Κολυδά. https://t.co/Sy8nnIDWAU #καιρός #weather https://t.co/z0TwjFo7ga","Κακοκαιρία στην Κεντρική και Νότια Ελλάδα: Συνεχίζονται και το Σάββατο τα έντονα καιρικά φαινόμενα. Η πρόγνωση του καιρού από τον διευθυντή της ΕΜΥ Θοδωρή Κολυδά. #καιρός #weather",,,,"κακοκαιρία στην κεντρική και νότια ελλάδα συνεχίζονται και το σάββατο τα έντονα καιρικά φαινόμενα η πρόγνωση του καιρού από τον διευθυντή της εμυ θοδωρή κολυδά καιρός weather",0,"TN",,0
7284,"Flickr736","Flickr",,"2020-10-02 18:15:04","The high, cirrus cloud of the approaching weather system dims the sun.  Very heavy and prolonged rain fell that night.","Το υψηλό σύννεφο του Cirrus του πλησιέστερου καιρού συστήματος χτυπά τον ήλιο. Πολύ βαριά και παρατεταμένη βροχή έπεσε εκείνο το βράδυ.",50409154051,,"50409154051.jpg","το υψηλό σύννεφο του cirrus του πλησιέστερου καιρού συστήματος χτυπά τον ήλιο πολύ βαριά και παρατεταμένη βροχή έπεσε εκείνο το βράδυ",0,"TN",,0
2269,"tweet588","X",0,"2020-09-17 18:32:16","Δείτε το συγκλονιστικό βίντεο – Ο «Ιανός» χτυπάει με μανία τη Ζάκυνθο https://t.co/wsDoj0ehlp #Ιανος #Ianos","Δείτε το συγκλονιστικό βίντεο – Ο «Ιανός» χτυπάει με μανία τη Ζάκυνθο #Ιανος #Ianos",,,,"δείτε το συγκλονιστικό βίντεο ο ιανός χτυπάει με μανία τη ζάκυνθο ιανος ianos",0,"TN",,0
8465,"YouTube1108","YouTube",,"2020-09-15T12:28:23Z","Hurricane Sally was captured by NOAA's GOES-East satellite on Sept 14-15, 2020. Hurricane Paulette can also be seen in these ... Slow-moving Hurricane Sally seen from space in time-lapsed views","Ο τυφώνας Sally καταγράφηκε από τον δορυφόρο Goes-East του NOAA στις 14-15 Σεπτεμβρίου 2020. Ο τυφώνας Paulette μπορεί επίσης να δει σε αυτά. Αργά-κινούμενος τυφώνας Sally που παρατηρείται από το διάστημα σε προβολές με το χρόνο","gC51hKhFpdE",1,"na","ο τυφώνας sally καταγράφηκε από τον δορυφόρο goes east του noaa στις 14 15 σεπτεμβρίου 2020 ο τυφώνας paulette μπορεί επίσης να δει σε αυτά αργά κινούμενος τυφώνας sally που παρατηρείται από το διάστημα σε προβολές με το χρόνο",0,"TN",,0
5774,"tweet4093","X",0,"2020-09-22 13:01:50","@Nicol_et_al ζημιες","Nicol_et_al ζημιες",,,,"nicol_et_al ζημιες",0,"TN",,0
4037,"tweet2356","X",0,"2020-09-19 15:45:54","@MVTbEgJBUHH61IJ @koukloforos Το 38? Μια χαρα τροφοδοτουσαν οι υπολοιποι κ με πρώτες υλες κ με πετρελαιο.Οι αμερικανικες εταιρειες δε σπαγαν κ το εμπαργκο εν μεσω πολεμου.Μετα κιολας πηραν αποζημιωσεις απο την αμερικανικη κυβερνηση για τις ζημιες που υπεστησαν θυγατρικες εταιρειων τους απο τους βομβαρδισμους","MVTbEgJBUHH61IJ @koukloforos Το 38? Μια χαρα τροφοδοτουσαν οι υπολοιποι κ με πρώτες υλες κ με πετρελαιο.Οι αμερικανικες εταιρειες δε σπαγαν κ το εμπαργκο εν μεσω πολεμου.Μετα κιολας πηραν αποζημιωσεις απο την αμερικανικη κυβερνηση για τις ζημιες που υπεστησαν θυγατρικες εταιρειων τους απο τους βομβαρδισμους",,,,"mvtbegjbuhh61ij koukloforos το 38 μια χαρα τροφοδοτουσαν οι υπολοιποι κ με πρώτες υλες κ με πετρελαιο οι αμερικανικες εταιρειες δε σπαγαν κ το εμπαργκο εν μεσω πολεμου μετα κιολας πηραν αποζημιωσεις απο την αμερικανικη κυβερνηση για τις ζημιες που υπεστησαν θυγατρικες εταιρειων τους απο τους βομβαρδισμους",0,"TN",,0
1452,"''2400261630704175849","instagram",1600353505,"2020-09-17 14:38:25","Il ciclone #Ianos si sta abbattendo sulla costa ionica in maniera impressionante da questa mattina. Nella foto la spiaggia di Le Castella distrutta dall'acqua.\n\nIl #climatechange aumenterà l'intensità e la prevalenza di queste potenti tempeste.","Ο κυκλώνας #IANOS καταρρέει στην ακτή του Ιονίου με εντυπωσιακό τρόπο από το πρωί. Στη φωτογραφία, η παραλία του Le Castella που καταστράφηκε από το νερό.",,,"119573687_768157507309508_2973918529207215671_n.jpg","ο κυκλώνας ianos καταρρέει στην ακτή του ιονίου με εντυπωσιακό τρόπο από το πρωί στη φωτογραφία η παραλία του le castella που καταστράφηκε από το νερό",0,"TN",,0
4215,"tweet2534","X",0,"2020-09-19 20:28:43","Αντικαταστηστε αγαπητέ την κοκκκινη σημαία με το σφυροδρεπανο με ενα 50έυρω οσο είναι καιρός","Αντικαταστηστε αγαπητέ την κοκκκινη σημαία με το σφυροδρεπανο με ενα 50έυρω οσο είναι καιρός",,,,"αντικαταστηστε αγαπητέ την κοκκκινη σημαία με το σφυροδρεπανο με ενα 50έυρω οσο είναι καιρός",0,"TN",,0
2259,"tweet578","X",0,"2020-09-17 18:20:44","#medicane Yunanistan’a girmeden önce Ionian Denizi’nde kuvvetleniyor. Gözü çok net, ilerlerken Kefalonya ve ya Zante adası gözün içinde kalabilir mi? 

#Ianos is spinning in the Ionian Sea, the eye is very clear. May Islands Kefalonia / Zante be inside the eye? https://t.co/m8m4xHrPjM","Το #Medicane ενισχύεται στη Θάλασσα του Ιονίου πριν εισέλθει στην Ελλάδα. Είναι πολύ σαφές, μπορεί η Κεφαλονιά ή το νησί Zante να παραμείνουν στο μάτι ενώ προχωρούν; Το #IANOS περιστρέφεται στη Θάλασσα του Ιονίου, το μάτι είναι πολύ σαφές. May Islands Kefalonia / Zante να είναι μέσα στο μάτι;",,,,"το medicane ενισχύεται στη θάλασσα του ιονίου πριν εισέλθει στην ελλάδα είναι πολύ σαφές μπορεί η κεφαλονιά ή το νησί zante να παραμείνουν στο μάτι ενώ προχωρούν το ianos περιστρέφεται στη θάλασσα του ιονίου το μάτι είναι πολύ σαφές may islands kefalonia zante να είναι μέσα στο μάτι",1,"TP",,1
6171,"tweet4490","X",0,"2020-09-23 11:05:38","Καιρός: Έκτακτο δελτίο επιδείνωσης από την ΕΜΥ! Καταιγίδες, χαλάζι και ισχυροί άνεμοι https://t.co/1utsXIn7eG","Καιρός: Έκτακτο δελτίο επιδείνωσης από την ΕΜΥ! Καταιγίδες, χαλάζι και ισχυροί άνεμοι",,,,"καιρός έκτακτο δελτίο επιδείνωσης από την εμυ καταιγίδες χαλάζι και ισχυροί άνεμοι",0,"TN",,0
3081,"tweet1400","X",0,"2020-09-18 15:41:45","Αποκαταστάθηκαν όλες οι ζημιές από τους πρόσφατους βανδαλισμούς σε σχολεία του Δήμου Χαλανδρίου https://t.co/Gqa0UVMg0m","Αποκαταστάθηκαν όλες οι ζημιές από τους πρόσφατους βανδαλισμούς σε σχολεία του Δήμου Χαλανδρίου",,,,"αποκαταστάθηκαν όλες οι ζημιές από τους πρόσφατους βανδαλισμούς σε σχολεία του δήμου χαλανδρίου",0,"TN",,0
