ID,source_id,source_type,text,translated,photo_video_id,duplicate,photofilename,processed,predicted,SCORE,COMMENT
6166,tweet4485,X,"Καιρός: Άρωμα φθινοπώρου με βροχές – Ποιες περιοχές θα επηρεαστούν
https://t.co/ptzxKwM778",Καιρός: Άρωμα φθινοπώρου με βροχές – Ποιες περιοχές θα επηρεαστούν,,,,καιρός άρωμα φθινοπώρου με βροχές ποιες περιοχές θα επηρεαστούν,0,TN,
4659,tweet2978,X,"Civil Defense Deputy Minister @nhardalias flies to Ionian Islands to assess damages

Crete hit by Ianos hurricane 

https://t.co/TPbPPGxSnM 

#Ianos",Ο αναπληρωτής υπουργός Πολιτικής Άμυνας @nhardalias πετάει στα νησιά του Ιονίου για να αξιολογήσει την καταστροφή που χτυπήθηκε από τον Ianos Hurricane #ianos,,,,ο αναπληρωτής υπουργός πολιτικής άμυνας nhardalias πετάει στα νησιά του ιονίου για να αξιολογήσει την καταστροφή που χτυπήθηκε από τον ianos hurricane ianos,1,TP,
3091,tweet1410,X,Effect of #Medicane #Ianos seems to be visible on Katakolo tide gauge record (station close to Pyrgos in W Peloponnesus) https://t.co/7KfIGkEAP6,Η επίδραση του #Medicane #IANOS φαίνεται να είναι ορατή στο ρεκόρ Katakolo Tide Gauge (Σταθμός κοντά στο Πύργο στο W Peloponnesus),,,,η επίδραση του medicane ianos φαίνεται να είναι ορατή στο ρεκόρ katakolo tide gauge σταθμός κοντά στο πύργο στο w peloponnesus,1,TP,
4746,tweet3065,X,"Υπ. Ναυτιλίας: Βυθίσεις, προσαράξεις και υλικές ζημιές σε σκάφη λόγω των δυσμενών καιρικών συνθηκών στην Κεφαλονιά https://t.co/bvhcUyKvlk","Υπ. Ναυτιλίας: Βυθίσεις, προσαράξεις και υλικές ζημιές σε σκάφη λόγω των δυσμενών καιρικών συνθηκών στην Κεφαλονιά",,,,υπ ναυτιλίας βυθίσεις προσαράξεις και υλικές ζημιές σε σκάφη λόγω των δυσμενών καιρικών συνθηκών στην κεφαλονιά,1,TP,
6370,tweet4689,X,Ένας άνθρωπος που μαζί του μοιράστηκες κομμάτια της Ψυχής σου..δεν μπορεί ποτέ να γίνει Ξένος..ακόμα &amp; αν περάσει ο Καιρός &amp; χαθείτε...,Ένας άνθρωπος που μαζί του μοιράστηκες κομμάτια της Ψυχής σου.δεν μπορεί ποτέ να γίνει Ξένος.ακόμα &amp; αν περάσει ο Καιρός &amp; χαθείτε.,,,,ένας άνθρωπος που μαζί του μοιράστηκες κομμάτια της ψυχής σου δεν μπορεί ποτέ να γίνει ξένος ακόμα amp αν περάσει ο καιρός amp χαθείτε,0,TN,
3732,tweet2051,X,Καινούργιο: Πνιγμένα κοτόπουλα και ζημιές ξύπνησαν μνήμες του 2017 (φωτο) - https://t.co/Ud3BJM9Hxg https://t.co/l5IqTjZMwr,Καινούργιο: Πνιγμένα κοτόπουλα και ζημιές ξύπνησαν μνήμες του 2017 (φωτο) -,,,,καινούργιο πνιγμένα κοτόπουλα και ζημιές ξύπνησαν μνήμες του 2017 φωτο,0,FN,
447,''2402642085408052494,instagram,"Medicane Ianos (equivalent to a hurricane in the Mediterranean) has left great damage in its passage through Greece: more than 5,000 houses have been damaged in Cephalonia, 3 people lost their lives, 2 are still missing, 942 people have been rescued and thousands are still without electricity. Many buildings and bridges have collapsed in other parts of Greece.\n📽️ Yasar Turker / Tay_ok / Stavros Dafis / Giannis Vasiakos\n\nOriginal Text via @jeansurieloficial — El Medicane Ianos (equivalente a un huracán en el Mediterráneo) ha dejado grandes daños a su paso por Grecia: más de 5 mil casas han sido dañadas en Cefalonia, 3 personas perdieron la vida, 2 siguen desaparecidas, 942 personas han sido rescatadas y miles aún no tienen electricidad. Se han derrumbado edificios y puentes en muchos otros lugares de Grecia.\n📽️ Yasar Turker / Tay_ok / Stavros Dafis / Giannis Vasiakos\n\n#Medicane #Ianos #Hurricane #Mediterranean #Greece #Cephalonia #Greek #Yunanistan #Huracán #Mediterráneo #Grecia #Cefalonia #Cyclone #TropicalCyclone #Typhoon #HurricaneSeason #HurricaneSeason2020","Ο Medicane Iananos (ισοδύναμος με έναν τυφώνα στη Μεσόγειο) έχετε αφήσει μεγάλη ζημιά στο πέρασμα του αυτό το ελληνικό: Περισσότερα από 5.000 σπίτια έχουν υποστεί ζημιά στην Κεφαλονία, 3 άτομα χάνουν τη ζωή τους, 2 λείπουν, 942 άνθρωποι έχουν σωθεί και χιλιάδες Είναι ακόμα χωρίς ηλεκτρική ενέργεια. Πολλά κτίρια και γέφυρες έχουν καταρρεύσει σε άλλα μέρη της Ελλάδας. Τα κτίρια και οι γέφυρες έχουν καταρρεύσει σε πολλά άλλα μέρη στην Ελλάδα. Ελλάδα #cefalonia #cyclone #TopicalCyClone #typhoon #hurricaneason #hurricaneason2020",,,119858865_810710386398180_1499649910616792071_n.jpg,ο medicane iananos ισοδύναμος με έναν τυφώνα στη μεσόγειο έχετε αφήσει μεγάλη ζημιά στο πέρασμα του αυτό το ελληνικό περισσότερα από 5 000 σπίτια έχουν υποστεί ζημιά στην κεφαλονία 3 άτομα χάνουν τη ζωή τους 2 λείπουν 942 άνθρωποι έχουν σωθεί και χιλιάδες είναι ακόμα χωρίς ηλεκτρική ενέργεια πολλά κτίρια και γέφυρες έχουν καταρρεύσει σε άλλα μέρη της ελλάδας τα κτίρια και οι γέφυρες έχουν καταρρεύσει σε πολλά άλλα μέρη στην ελλάδα ελλάδα cefalonia cyclone topicalcyclone typhoon hurricaneason hurricaneason2020,1,TP,
1786,tweet105,X,"2/ Ρε μου λέει τι Γαλλικό όλο ζημιές βγάζουνε εδώ μιλάμε για Γερμανική υπεροχή. Του απαντώ Citroen πήρες απλά δε το ξέρεις.Η Opel ανήκει πλέον στον όμιλο PSA (Peugeot-Citroen) κινητήρες, πατώματα ηλεκτρικά όλα Γαλλικά-Citroen.Με κοιτάζει και του κάνω Ελλάς Γαλλία συμμαχία φίλος..","2/ Ρε μου λέει τι Γαλλικό όλο ζημιές βγάζουνε εδώ μιλάμε για Γερμανική υπεροχή. Του απαντώ Citroen πήρες απλά δε το ξέρεις.Η Opel ανήκει πλέον στον όμιλο PSA (Peugeot-Citroen) κινητήρες, πατώματα ηλεκτρικά όλα Γαλλικά-Citroen.Με κοιτάζει και του κάνω Ελλάς Γαλλία συμμαχία φίλος.",,,,2 ρε μου λέει τι γαλλικό όλο ζημιές βγάζουνε εδώ μιλάμε για γερμανική υπεροχή του απαντώ citroen πήρες απλά δε το ξέρεις η opel ανήκει πλέον στον όμιλο psa peugeot citroen κινητήρες πατώματα ηλεκτρικά όλα γαλλικά citroen με κοιτάζει και του κάνω ελλάς γαλλία συμμαχία φίλος,0,TN,
2376,tweet695,X,"“I’m trackin’ 9 Lows, but a #Wilfred ain’t one”...remix 2020 #JayZ!! At least...no Wilfred yet...but we could have that, as well as #Alpha, #Beta, and possibly even #Gamma within the next 10-12 days. #Invest90L #Invest98L #Invest99L #Invest91L #Teddy #Vicky #Ianos https://t.co/57ZFzdgZIv","Είμαι trackin '9 χαμηλά, αλλά ένα #Wilfred δεν είναι ένα "".remix 2020 #Jayz !! Τουλάχιστον. #Invest90l #Invest98L #Invest99l #Invest91L #Teddy #Vicky #IANOS",,,,είμαι trackin 9 χαμηλά αλλά ένα wilfred δεν είναι ένα remix 2020 jayz τουλάχιστον invest90l invest98l invest99l invest91l teddy vicky ianos,0,TN,
1403,''2401059771381149745,instagram,"_No rain,no flowers.\n.\n#ianoscyclone #ianos #flowerlovers #thinkpositive","_NO RAIN, χωρίς λουλούδια.",,,119602860_166230545046533_5708658572144994928_n.jpg,_no rain χωρίς λουλούδια,0,TN,
5542,tweet3861,X,Ήρθε ο καιρός για κουβερτα,Ήρθε ο καιρός για κουβερτα,,,,ήρθε ο καιρός για κουβερτα,0,TN,
7769,YouTube412,YouTube,"L&#39;ouragan Ianos met la Grèce à rude épreuve Les ouragans méditerranéens sont rares mais celui-ci poursuit sa trajectoire en Grèce, provoquant de graves inondations.","Ο τυφώνας Ιάνος βάζει την Ελλάδα στην αγενής Οι μεσογειακοί τυφώνες είναι σπάνιοι, αλλά συνεχίζει την τροχιά της στην Ελλάδα, προκαλώντας σοβαρές πλημμύρες.",KCfSeFulyzY,1,na,ο τυφώνας ιάνος βάζει την ελλάδα στην αγενής οι μεσογειακοί τυφώνες είναι σπάνιοι αλλά συνεχίζει την τροχιά της στην ελλάδα προκαλώντας σοβαρές πλημμύρες,1,TP,
2622,tweet941,X,En attente d'un ouragan méditerranéen #Ianos #ιανος mais la vitesse du vent est 2-3bf à Athènes. 🤪😜😂,"Περιμένοντας έναν μεσογειακό τυφώνα #IANOS #iaans, αλλά η ταχύτητα του ανέμου είναι 2-3BF στην Αθήνα.",,,,περιμένοντας έναν μεσογειακό τυφώνα ianos iaans αλλά η ταχύτητα του ανέμου είναι 2 3bf στην αθήνα,1,TP,
6973,Flickr425,Flickr,Medicane Ianos 2020 Mediterranean Hurricane,Medicane Ianos 2020 Μεσογειακός τυφώνας,50373146303,,50373146303.jpg,medicane ianos 2020 μεσογειακός τυφώνας,0,TN,
5339,tweet3658,X,Καιρός ήταν,Καιρός ήταν,,,,καιρός ήταν,0,TN,
4964,tweet3283,X,"Μεγάλες καταστροφές σε Θεσσαλία και Κεφαλονιά από την κακοκαιρία «Ιανός» Ζημιές σε σπίτια, καταστήματα και αγροτική παραγωγή https://t.co/0QvvMKUQdx https://t.co/cY1d1rc2Xl","Μεγάλες καταστροφές σε Θεσσαλία και Κεφαλονιά από την κακοκαιρία «Ιανός» Ζημιές σε σπίτια, καταστήματα και αγροτική παραγωγή",,,,μεγάλες καταστροφές σε θεσσαλία και κεφαλονιά από την κακοκαιρία ιανός ζημιές σε σπίτια καταστήματα και αγροτική παραγωγή,1,TP,
1145,''2400289063490753307,instagram,Περιμένοντας τον #ianos,Περιμένοντας τον #ianos,,,119680947_2810574695887805_353945706475269383_n.jpg,περιμένοντας τον ianos,0,FN,
4777,tweet3096,X,Γιορτή σήμερα ποιοι γιορτάζουν: Εορτολόγιο – Μερομήνια 2021 Καιρός https://t.co/ZRSIuyPhE7,Γιορτή σήμερα ποιοι γιορτάζουν: Εορτολόγιο – Μερομήνια 2021 Καιρός,,,,γιορτή σήμερα ποιοι γιορτάζουν εορτολόγιο μερομήνια 2021 καιρός,0,TN,
724,''2402376534986806422,instagram,"\""No rain but thunder, and the sound of giants.\""\n~>@manosimages\n• • •\n#thunder #thunderstorm #ianos #Greece #Crete #badweather #nightshoot #nightphotography #Photography #longexposures #longshoot #nikon #nikonlens #nightpost #lighting #thunderlightning #nightsky #storm #creteisland #longexposhots #naturephotographer #natgeo #instagood #instastorm #instathunder #bestphotography","Χωρίς βροχή αλλά βροντή, και ο ήχος των γίγαντες. #NikOnlens #NightPost #Lighting #Thunderlightning #Nightsky #Storm #CreteIsland #longexposhots #NaturePhotographer #Natgeo #Instagood #Instastorm #Instathunder #BestPhotography",,,119747657_338143010603150_8887432522936158749_n.jpg,χωρίς βροχή αλλά βροντή και ο ήχος των γίγαντες nikonlens nightpost lighting thunderlightning nightsky storm creteisland longexposhots naturephotographer natgeo instagood instastorm instathunder bestphotography,0,TN,
5413,tweet3732,X,Έχει ο καιρος γυρίσματα και όχι από εμένα από την ζωή .....,Έχει ο καιρος γυρίσματα και όχι από εμένα από την ζωή.,,,,έχει ο καιρος γυρίσματα και όχι από εμένα από την ζωή,1,FP,
3432,tweet1751,X,https://t.co/dEo2vbL372 https://t.co/8DID66ynsG, ,,,,,0,TN,
4248,tweet2567,X,Man bemerke ... also eigentlich ist der Raum nach 3 Seiten geschlossen. War dem #Medicane Namen #Ianos aber #egal auf #kreta in Gouves. @Kachelmannwettr @ErdingerWB https://t.co/WpHH6FjC2Q,"Θυμάσαι, οπότε το δωμάτιο είναι πραγματικά κλειστό στις 3 πλευρές. Ήταν το όνομα #Medicane #IANOS #egal στο #KReta στο Gouves. @Kachelmannwettr @erdingerwb",,,,θυμάσαι οπότε το δωμάτιο είναι πραγματικά κλειστό στις 3 πλευρές ήταν το όνομα medicane ianos egal στο kreta στο gouves kachelmannwettr erdingerwb,1,TP,TRANSLATE PROPERLY
6748,Flickr200,Flickr,Diamonds for her.,Διαμάντια γι 'αυτήν.,50311131792,,50311131792.jpg,διαμάντια γι αυτήν,0,TN,
245,''2401813675630793037,instagram,#artemis4rt #Lygaria #flash #speedlight #storm #Crete #Greece #night #clouds #ianos #boom #weather,#artemis4rt #lygaria #flash #speedlight #storm #crete #greece #night #clouds #ianos #boom #weather,,,119936226_403821633937501_3208054127505692532_n.jpg,artemis4rt lygaria flash speedlight storm crete greece night clouds ianos boom weather,1,TP,
1219,''2401541668615808265,instagram,#medicane #ianos #photoshooting  #with @andreakafu @bogoszoum #thanks #photographer #you #are #the #best #bestoftheday,#Medicane #IANOS #PHOTOSHOOTING #WITH @AndReakAfu @BOGOSZOUM #Thanks #Photographer #You #are #The #Best #BestOfTheDay,,,119654217_325734008758173_5824455027745008156_n.jpg,medicane ianos photoshooting with andreakafu bogoszoum thanks photographer you are the best bestoftheday,0,TN,
1299,''2401604161321282772,instagram,Looking back how peaceful it was 2 weeks ago now is a Hurricane going through the Ionian Sea.  #ianos \n\n#weatherchange #sessonschange \n#sunset #bestsunsets #mygreece #medicane #hurricane,Κοιτάζοντας πίσω πόσο ήσυχο ήταν πριν από 2 εβδομάδες τώρα είναι ένας τυφώνας που περνάει από τη Θάλασσα του Ιωνίου. #ianos \ n \ n #weatherchange #sessonschange \ n #ηλιοβασίλεμα #bestsunsets #mygreece #Medicane #hurricane,,,119646629_182553676665522_1524629869257820791_n.jpg,κοιτάζοντας πίσω πόσο ήσυχο ήταν πριν από 2 εβδομάδες τώρα είναι ένας τυφώνας που περνάει από τη θάλασσα του ιωνίου ianos n n weatherchange sessonschange n ηλιοβασίλεμα bestsunsets mygreece medicane hurricane,1,TP,
3908,tweet2227,X,arctic monkeys super cool RT @slapcatina: ξεκάθαρα καιρός να βάλεις arctic monkeys και κάλτες μέχρι το γόνατο αλλά έχω να χακάρω κόσμο και όταν λέω κόσμο εννοώ εμένα,arctic monkeys super cool RT @slapcatina: ξεκάθαρα καιρός να βάλεις arctic monkeys και κάλτες μέχρι το γόνατο αλλά έχω να χακάρω κόσμο και όταν λέω κόσμο εννοώ εμένα,,,,arctic monkeys super cool rt slapcatina ξεκάθαρα καιρός να βάλεις arctic monkeys και κάλτες μέχρι το γόνατο αλλά έχω να χακάρω κόσμο και όταν λέω κόσμο εννοώ εμένα,0,TN,
3853,tweet2172,X,"υπερβολές !!
#WeArePorfyras #Ianos #ΠαιδωνΑγιαΣοφια19 https://t.co/BvcupCxxMW",υπερβολές !!#WeArePorfyras #Ianos #ΠαιδωνΑγιαΣοφια19,,,,υπερβολές weareporfyras ianos παιδωναγιασοφια19,0,TN,
2142,tweet461,X,@S4Ctywydd And here the forecasted wave field for #medicane #Ianos,S4ctywydd και εδώ το προβλεπόμενο πεδίο κύματος για #Medicane #ianos,,,,s4ctywydd και εδώ το προβλεπόμενο πεδίο κύματος για medicane ianos,1,TP,
6109,tweet4428,X,"Δόθηκε στην κυκλοφορία η σιδηροδρομική γραμμή Λιανοκλάδι-Λάρισα - Εκτεταμένες οι ζημιές λόγω ""Ιανού"" - Τι Νέα Λάρισα; - https://t.co/QIPDqgtbGy https://t.co/Q0hQ0SMEzw","Δόθηκε στην κυκλοφορία η σιδηροδρομική γραμμή Λιανοκλάδι-Λάρισα - Εκτεταμένες οι ζημιές λόγω ""Ιανού"" - Τι Νέα Λάρισα; -",,,,δόθηκε στην κυκλοφορία η σιδηροδρομική γραμμή λιανοκλάδι λάρισα εκτεταμένες οι ζημιές λόγω ιανού τι νέα λάρισα,1,TP,
3878,tweet2197,X,Δεν προξενήθηκαν ζημιές στο Δήμο Μεγανησίου https://t.co/VuIgPbJmQA,Δεν προξενήθηκαν ζημιές στο Δήμο Μεγανησίου,,,,δεν προξενήθηκαν ζημιές στο δήμο μεγανησίου,0,FN,
2277,tweet596,X,"Με εκνευρίζουν κάτι σχόλια του τύπου ""μμ αυτός είναι ο #Ιανος"" ""για να δούμε  κάνει τίποτα ή μπα"" ""αχ να ερθε και σε εμάς να δροσιστουμε "" κτλ κτλ... Λες και έχουμε πάθει λίγα από φυσικές καταστροφές και αν γίνουν ζημίες μετά θα ""κλαινε"".. Μακάρι να βγει τζουφιος ρεεεε","Με εκνευρίζουν κάτι σχόλια του τύπου ""μμ αυτός είναι ο #Ιανος"" ""για να δούμε κάνει τίποτα ή μπα"" ""αχ να ερθε και σε εμάς να δροσιστουμε "" κτλ κτλ.Λες και έχουμε πάθει λίγα από φυσικές καταστροφές και αν γίνουν ζημίες μετά θα ""κλαινε"".Μακάρι να βγει τζουφιος ρεεεε",,,,με εκνευρίζουν κάτι σχόλια του τύπου μμ αυτός είναι ο ιανος για να δούμε κάνει τίποτα ή μπα αχ να ερθε και σε εμάς να δροσιστουμε κτλ κτλ λες και έχουμε πάθει λίγα από φυσικές καταστροφές και αν γίνουν ζημίες μετά θα κλαινε μακάρι να βγει τζουφιος ρεεεε,0,TN,
1200,''2401510041037178349,instagram,"The calm before the storm ?\n\nActually, I was so disconnected from the news that didn't knew an hurricane is coming. Ianos (I think it's his name) should arrive one Crete this afternoon. \nLet's see... For now I enjoy the scene !\n\n#beforethestorm #hurricane #ianos  #morningscene #sunandclouds #emptybeach #fascinatingnature #surroundingnature #landscapephotography #traveleurope #travelobservations\n#cretelandscape #creteisland #agiaroumeli #samariagorge\n\n#gopro4silver #gopropics",Η ηρεμία πριν από την καταιγίδα; Ο Ianos (νομίζω ότι είναι το όνομά του) θα πρέπει να φτάσει σε μια Κρήτη σήμερα το απόγευμα. \ nlet's see.For Τώρα μου αρέσει η σκηνή! n #goPro4Silver #GOpropics,,,119659333_190267185950281_5725328667059783196_n.jpg,η ηρεμία πριν από την καταιγίδα ο ianos νομίζω ότι είναι το όνομά του θα πρέπει να φτάσει σε μια κρήτη σήμερα το απόγευμα nlet s see for τώρα μου αρέσει η σκηνή n gopro4silver gopropics,0,FN,
6247,tweet4566,X,"ΚΕΔΕ και ΠΕΔ Θεσσαλίας στο πλευρό του Δήμου Φαρσάλων – Τεράστιες οι ζημιές, πλημμύρισαν 1.500 σπίτια - https://t.co/yF45QCdxzH https://t.co/PkNQg3ijBc","ΚΕΔΕ και ΠΕΔ Θεσσαλίας στο πλευρό του Δήμου Φαρσάλων – Τεράστιες οι ζημιές, πλημμύρισαν 1.500 σπίτια -",,,,κεδε και πεδ θεσσαλίας στο πλευρό του δήμου φαρσάλων τεράστιες οι ζημιές πλημμύρισαν 1 500 σπίτια,1,TP,
1980,tweet299,X,Next PLC: Εμφάνισε ζημιές προ φόρων στο εξάμηνο https://t.co/vQC8lnBD04,Next PLC: Εμφάνισε ζημιές προ φόρων στο εξάμηνο,,,,next plc εμφάνισε ζημιές προ φόρων στο εξάμηνο,0,TN,
2148,tweet467,X,@medwick Forecasted wave field for #medicane #Ianos,Medwick Προβλέφθηκε πεδίο κύματος για #Medicane #ianos,,,,medwick προβλέφθηκε πεδίο κύματος για medicane ianos,0,FN,
5947,tweet4266,X,"#AgriesMelisses το μωρό της Ασημίνας έχει το σύνδρομο Μπέντζαμιν Μπάτον,όσο περνάει ο καιρός όλο ένα και μικραίνει 😜","#AgriesMelisses το μωρό της Ασημίνας έχει το σύνδρομο Μπέντζαμιν Μπάτον,όσο περνάει ο καιρός όλο ένα και μικραίνει",,,,agriesmelisses το μωρό της ασημίνας έχει το σύνδρομο μπέντζαμιν μπάτον όσο περνάει ο καιρός όλο ένα και μικραίνει,0,TN,
4408,tweet2727,X,Ο καιρός σήμερα: Πού αναμένονται βροχές και καταιγίδες https://t.co/0BOk1lqIQ1,Ο καιρός σήμερα: Πού αναμένονται βροχές και καταιγίδες,,,,ο καιρός σήμερα πού αναμένονται βροχές και καταιγίδες,0,TN,WEATHER
6574,Flickr26,Flickr,"#HK #HongKong #Reservoir #Kowloon 

Bell Chan | BGfotologue
 
follow me on :
<a href=""//facebook.com/bgfotologue"" rel=""noreferrer nofollow"">Facebook Page</a> | <a href=""//instagram.com/bgfotologue"" rel=""noreferrer nofollow""> Instagram</a>",#Hk #hongkong #reservoir #kowloon bell chan | Bgfotologue Ακολουθήστε με: σελίδα Facebook  | instagram ,50541448437,,50541448437.jpg,hk hongkong reservoir kowloon bell chan bgfotologue ακολουθήστε με σελίδα facebook instagram,0,TN,
6273,tweet4592,X,Καιρός: Οδηγίες από την Πολιτική Προστασία για τη νέα επιδείνωση https://t.co/kHNIYYGvqH,Καιρός: Οδηγίες από την Πολιτική Προστασία για τη νέα επιδείνωση,,,,καιρός οδηγίες από την πολιτική προστασία για τη νέα επιδείνωση,1,TP,
4840,tweet3159,X,All the way to #Greece and I still get caught up in a #storm! #Kefalonia battered by #Medicane #Ianos. The worst I’ve seen and devastation to local villages and harbours. I’ve heard upto 500mm of #rain fell which wouldn’t surprise me. Glad to be home to dry #Cumbria! https://t.co/7dcuTvXREG,Όλος ο δρόμος προς το #Greece και εξακολουθώ να παγιδεύομαι σε μια #storm! #Kefalonia που έχει κακοποιηθεί από το #Medicane #IANOS. Το χειρότερο που έχω δει και καταστροφές στα τοπικά χωριά και λιμάνια. Έχω ακούσει μέχρι 500mm #Rain έπεσε που δεν θα με εκπλήσσει. Χαίρομαι που είμαι σπίτι για να στεγνώσει #cumbria!,,,,όλος ο δρόμος προς το greece και εξακολουθώ να παγιδεύομαι σε μια storm kefalonia που έχει κακοποιηθεί από το medicane ianos το χειρότερο που έχω δει και καταστροφές στα τοπικά χωριά και λιμάνια έχω ακούσει μέχρι 500mm rain έπεσε που δεν θα με εκπλήσσει χαίρομαι που είμαι σπίτι για να στεγνώσει cumbria,0,FN,
759,''2401693249386213140,instagram,S⚫U⚫M⚫M⚫E⚫R ⛵I⚫S⛵S⚫T⚫I⚫L⚫L⛵H⚫E⚫R⚫E😏\n\n#ianos#not#crete#agiapelagia#memories#tb#summer#sea\n🌅🐬🐚🌞,Καλοκαίρι Isstillhere \ n \ n#anos#not#crete#agiapelagia#αναμνήσεις#tb#καλοκαίρι#SEA \ n,,,119743456_3225778937541439_1900114174917370555_n.jpg,καλοκαίρι isstillhere n n anos not crete agiapelagia αναμνήσεις tb καλοκαίρι sea n,1,FP,
6908,Flickr360,Flickr,Medicane Ianos 2020 Mediterranean Hurricane,Medicane Ianos 2020 Μεσογειακός τυφώνας,50373169478,,50373169478.jpg,medicane ianos 2020 μεσογειακός τυφώνας,0,TN,
5552,tweet3871,X,"a esta edad me causa mas emoción ver que estoy al corriente con mi tarjeta de crédito que un ""te amo""","Σε αυτή την ηλικία με προκαλεί περισσότερη συγκίνηση για να δω ότι γνωρίζω με την πιστωτική μου κάρτα από ένα ""σ 'αγαπώ""",,,,σε αυτή την ηλικία με προκαλεί περισσότερη συγκίνηση για να δω ότι γνωρίζω με την πιστωτική μου κάρτα από ένα σ αγαπώ,0,TN,
4705,tweet3024,X,今朝は調査だったから6時半起き。雨は降ってなかったから行ってみた。波は昨日よか収まってたからダメージは無くてホッ😌泳いでた人の犬がポーズしてくれた🐕卵を掘り起こしたあともう少しで終わる頃に雨☔️が降り出しずぶ濡れになって帰る…そして今は⛅️久々に英国の様な天気だった。#Ianos #crete https://t.co/yoGOb5pqrv,"Έκανα έρευνα σήμερα το πρωί, γι 'αυτό ξύπνησα στις 6:30. Δεν έβρεχε, έτσι πήγα εκεί. Τα κύματα είχαν υποχωρήσει χθες, έτσι δεν υπήρχε καμία ζημιά και μετά από να σκάψει τα αυγά που έθεσε ο σκύλος ενός κολυμβητικού ατόμου, άρχισε να βρέχει και να βρέθηκα και πήγαμε σπίτι ... και τώρα έχει περάσει από τότε που έχω Τελείωσε το Ηνωμένο Βασίλειο ο καιρός ήταν έτσι. #Ianos #crete",,,,έκανα έρευνα σήμερα το πρωί γι αυτό ξύπνησα στις 6 30 δεν έβρεχε έτσι πήγα εκεί τα κύματα είχαν υποχωρήσει χθες έτσι δεν υπήρχε καμία ζημιά και μετά από να σκάψει τα αυγά που έθεσε ο σκύλος ενός κολυμβητικού ατόμου άρχισε να βρέχει και να βρέθηκα και πήγαμε σπίτι και τώρα έχει περάσει από τότε που έχω τελείωσε το ηνωμένο βασίλειο ο καιρός ήταν έτσι ianos crete,0,FN,
6670,Flickr122,Flickr,"anaglyph stereo red/cyan
d7000 Rokinon 8mm fish-eye",anaglyph στερεοφωνικό κόκκινο/cyand7000 rokinon 8mm fish-eye,50307521603,,50307521603.jpg,anaglyph στερεοφωνικό κόκκινο cyand7000 rokinon 8mm fish eye,0,TN,
5456,tweet3775,X,"@rapidis Ποιος ήταν αυτός ο Ζακ? Είναι το ίδιο άτομο με ένα πρεζόνι, κλέφτη που απειλούσε ανθρώπους? Όλα αυτά τα κατακάθια στις φώτο είναι οι τάχα ανθρωπιστες που βεβηλωσαν μνημείο για θύματα αριστερών φασιστών?
Καιρός να αποβάλει η Ελλάδα κατακάθια σαν εσάς...
#syriza_xeftiles #zaioi_zoa","rapidis Ποιος ήταν αυτός ο Ζακ? Είναι το ίδιο άτομο με ένα πρεζόνι, κλέφτη που απειλούσε ανθρώπους? Όλα αυτά τα κατακάθια στις φώτο είναι οι τάχα ανθρωπιστες που βεβηλωσαν μνημείο για θύματα αριστερών φασιστών?Καιρός να αποβάλει η Ελλάδα κατακάθια σαν εσάς.#syriza_xeftiles #zaioi_zoa",,,,rapidis ποιος ήταν αυτός ο ζακ είναι το ίδιο άτομο με ένα πρεζόνι κλέφτη που απειλούσε ανθρώπους όλα αυτά τα κατακάθια στις φώτο είναι οι τάχα ανθρωπιστες που βεβηλωσαν μνημείο για θύματα αριστερών φασιστών καιρός να αποβάλει η ελλάδα κατακάθια σαν εσάς syriza_xeftiles zaioi_zoa,0,TN,
4629,tweet2948,X,@FransNucera @Stavros_Dafis @eumetsat @Nowcasting_SAF Medicane ZORBAS in September 2018 resulted in similar destructive events in Greece and Turkey.,Fransnucera @stavros_dafis @eumetsat @nowcasting_saf medicane zorbas τον Σεπτέμβριο του 2018 είχε ως αποτέλεσμα παρόμοια καταστρεπτικά γεγονότα στην Ελλάδα και την Τουρκία.,,,,fransnucera stavros_dafis eumetsat nowcasting_saf medicane zorbas τον σεπτέμβριο του 2018 είχε ως αποτέλεσμα παρόμοια καταστρεπτικά γεγονότα στην ελλάδα και την τουρκία,1,TP,
6850,Flickr302,Flickr,"Kuhasalo, Joensuu, Finland. 8.9.2020.","Kuhasalo, Joensuu, Φινλανδία. 8.9.2020.",50320779371,,50320779371.jpg,kuhasalo joensuu φινλανδία 8 9 2020,0,TN,
4590,tweet2909,X,Ανυπολόγιστες οι ζημιές από το φονικό πέρασμα του «Ιανού» – Τρεις νεκροί (video) https://t.co/ebGEsQkCfu,Ανυπολόγιστες οι ζημιές από το φονικό πέρασμα του «Ιανού» – Τρεις νεκροί (video),,,,ανυπολόγιστες οι ζημιές από το φονικό πέρασμα του ιανού τρεις νεκροί video,1,TP,
2811,tweet1130,X,Καιρός:Κακοκαιρία και καταιγίδες-Οι άνεμοι θα ξεπερνούν τα 10 μποφόρ https://t.co/jJ0HugNZCs,Καιρός:Κακοκαιρία και καταιγίδες-Οι άνεμοι θα ξεπερνούν τα 10 μποφόρ,,,,καιρός κακοκαιρία και καταιγίδες οι άνεμοι θα ξεπερνούν τα 10 μποφόρ,1,TP,
